"","ID","timepoint","TrialID","PosX","PosY","PosZ","FacingAngle","startObj","endObj","TrialTime","Result","accuracy"
"69",3003,78,13,4.61218,-2.82881687,0.0367870000000001,105.382777948718,"Telescope","Well",17.44782,"Success",TRUE
"70",3003,34,16,-2.7716274,-1.33453535,-0.0600909999999999,212.655438235294,"Wheelbarrow","Plant",7.630566,"Success",TRUE
"71",3003,73,10,-4.089609,-4.145285,-0.0360079999999998,224.171863424658,"Bookshelf","Plant",16.39067,"Success",TRUE
"72",3003,38,4,0.654603,-4.2492434,-0.0204230000000001,189.137813684211,"Piano","Harp",8.507309,"Success",TRUE
"73",3004,82,12,-4.541926,1.0836644,-0.0844770000000001,175.399446097561,"Trashcan","Table",18.41295,"Success",TRUE
"74",3004,49,11,-5.417243,-1.2457395,-0.0904179999999999,185.276563020408,"Trashcan","Telescope",10.96119,"Success",TRUE
"75",3004,48,3,-4.06082,-6.342065,0.0132619999999999,206.754592916667,"Piano","Mailbox",10.75008,"Success",TRUE
"76",3004,30,9,-4.419746,1.600945,-0.114856,272.192893333333,"Bookshelf","Stove",6.885954,"Success",TRUE
"77",3004,61,1,4.242017,-4.604909,0.119491,173.293223114754,"Stove","Well",13.71655,"Success",TRUE
"78",3004,65,4,-0.586959,-4.337345,0.0423020000000001,178.401738769231,"Piano","Harp",14.45962,"Success",TRUE
"79",3004,135,2,4.549345,-5.114006,0.140965,172.79114776,"Stove",NA,30,"Fail",FALSE
"80",3004,44,10,-4.465235,-3.734041,-0.019088,222.964103409091,"Bookshelf","Plant",9.795519,"Success",TRUE
"81",3004,50,23,0.7072631,6.228558,-0.11589,138.28973524,"Chair","Piano",11.13959,"Success",TRUE
"82",3004,69,5,4.287143,-1.1463907,0.0692349999999999,141.585549295652,"Table","Bookshelf",15.36947,"Success",TRUE
"83",3004,36,19,-3.693051,4.061907,-0.155167,190.953074805556,"Well","Table",8.131252,"Success",TRUE
"84",3004,68,18,-4.238467,1.6195516,-0.131291,174.678001764706,"Harp","Telescope",15.26967,"Success",TRUE
