,,0.0899661 [1979 voxels],0.0934797 [8826 voxels],0.0903717 [6190 voxels],0.0924345 [1665 voxels],0.078538 [4262 voxels],0.05753 [4819 voxels],0.134264 [18464 voxels],0.132918 [5640 voxels],0.0953114 [5153 voxels],0.111232 [79800 voxels],0.100326 [4273 voxels],0.0739661 [6557 voxels],0.111189 [42295 voxels],0.0759659 [16349 voxels],0.218341 [3860 voxels],0.206668 [4695 voxels],0.222744 [5733 voxels],0.417744 [5822 voxels],0.170676 [13488 voxels],0.241891 [12635 voxels],0.166716 [13909 voxels],0.249549 [10811 voxels],0.191097 [21586 voxels],0.209143 [2746 voxels],0.230333 [14037 voxels],0.322368 [4974 voxels],0.331587 [2568 voxels],0.275682 [12617 voxels],0.182276 [1547 voxels],0.142242 [5553 voxels],0.147398 [5066 voxels],0.114324 [17093 voxels],0.0862106 [4478 voxels],0.161533 [1821 voxels],0.16462 [8200 voxels],0.187993 [3410 voxels],0.220781 [2076 voxels],0.27156 [1349 voxels],0.129116 [2056 voxels],0.297888 [275 voxels],0.104218 [15981 voxels],0.0992847 [2377 voxels],0.135125 [3846 voxels],0.142486 [21246 voxels],0.196443 [23457 voxels],0.117443 [1096 voxels]
,,0.0989992 [1979 voxels],0.129945 [8826 voxels],0.118838 [6190 voxels],0.136777 [1665 voxels],0.136035 [4262 voxels],0.0805192 [4819 voxels],0.173137 [18464 voxels],0.190391 [5640 voxels],0.151975 [5153 voxels],0.182723 [79800 voxels],0.122185 [4273 voxels],0.0960527 [6557 voxels],0.152839 [42295 voxels],0.135174 [16349 voxels],0.287237 [3860 voxels],0.260897 [4695 voxels],0.258638 [5733 voxels],0.387395 [5822 voxels],0.264305 [13488 voxels],0.25619 [12635 voxels],0.164442 [13909 voxels],0.214872 [10811 voxels],0.170805 [21586 voxels],0.187629 [2746 voxels],0.243949 [14037 voxels],0.331269 [4974 voxels],0.214586 [2568 voxels],0.242349 [12617 voxels],0.137271 [1547 voxels],0.155642 [5553 voxels],0.121295 [5066 voxels],0.168159 [17093 voxels],0.11296 [4478 voxels],0.238108 [1821 voxels],0.218288 [8200 voxels],0.213079 [3410 voxels],0.270229 [2076 voxels],0.317276 [1349 voxels],0.223345 [2056 voxels],0.406383 [275 voxels],0.186974 [15981 voxels],0.127297 [2377 voxels],0.146515 [3846 voxels],0.178669 [21246 voxels],0.221373 [23457 voxels],0.142478 [1096 voxels]
,,0.111495 [1979 voxels],0.114452 [8826 voxels],0.0871476 [6190 voxels],0.102598 [1665 voxels],0.0451381 [4262 voxels],0.087164 [4819 voxels],0.193964 [18464 voxels],0.240207 [5640 voxels],0.128235 [5153 voxels],0.190797 [79800 voxels],0.120503 [4273 voxels],0.122108 [6557 voxels],0.155846 [42295 voxels],0.124072 [16349 voxels],0.273806 [3860 voxels],0.315373 [4695 voxels],0.347197 [5733 voxels],0.354952 [5822 voxels],0.257414 [13488 voxels],0.280372 [12635 voxels],0.146371 [13909 voxels],0.269944 [10811 voxels],0.230543 [21586 voxels],0.245086 [2746 voxels],0.253686 [14037 voxels],0.308823 [4974 voxels],0.244223 [2568 voxels],0.291552 [12617 voxels],0.116057 [1547 voxels],0.115721 [5553 voxels],0.127765 [5066 voxels],0.209373 [17093 voxels],0.129879 [4478 voxels],0.138969 [1821 voxels],0.239359 [8200 voxels],0.183469 [3410 voxels],0.354326 [2076 voxels],0.233186 [1349 voxels],0.17866 [2056 voxels],0.346924 [275 voxels],0.19246 [15981 voxels],0.177296 [2377 voxels],0.156425 [3846 voxels],0.210314 [21246 voxels],0.213953 [23457 voxels],0.11212 [1096 voxels]
,,0.142878 [1979 voxels],0.0916083 [8826 voxels],0.0878738 [6190 voxels],0.153984 [1665 voxels],0.083508 [4262 voxels],0.0704627 [4819 voxels],0.164979 [18464 voxels],0.136561 [5640 voxels],0.120687 [5153 voxels],0.196239 [79800 voxels],0.100901 [4273 voxels],0.0912333 [6557 voxels],0.109794 [42295 voxels],0.0863742 [16349 voxels],0.246666 [3860 voxels],0.248613 [4695 voxels],0.273608 [5733 voxels],0.358573 [5822 voxels],0.266241 [13488 voxels],0.268346 [12635 voxels],0.144169 [13909 voxels],0.226961 [10811 voxels],0.17707 [21586 voxels],0.19636 [2746 voxels],0.221876 [14037 voxels],0.328198 [4974 voxels],0.287149 [2568 voxels],0.29245 [12617 voxels],0.14693 [1547 voxels],0.131813 [5553 voxels],0.132778 [5066 voxels],0.179504 [17093 voxels],0.116253 [4478 voxels],0.109473 [1821 voxels],0.187592 [8200 voxels],0.130348 [3410 voxels],0.228641 [2076 voxels],0.222765 [1349 voxels],0.152201 [2056 voxels],0.320184 [275 voxels],0.178432 [15981 voxels],0.158872 [2377 voxels],0.128085 [3846 voxels],0.18723 [21246 voxels],0.26111 [23457 voxels],0.0806571 [1096 voxels]
,,0.141448 [1979 voxels],0.113927 [8826 voxels],0.103215 [6190 voxels],0.0894251 [1665 voxels],0.0574192 [4262 voxels],0.103989 [4819 voxels],0.160229 [18464 voxels],0.155483 [5640 voxels],0.105042 [5153 voxels],0.180349 [79800 voxels],0.10478 [4273 voxels],0.0952592 [6557 voxels],0.107643 [42295 voxels],0.101791 [16349 voxels],0.235734 [3860 voxels],0.221923 [4695 voxels],0.341848 [5733 voxels],0.34265 [5822 voxels],0.258947 [13488 voxels],0.296743 [12635 voxels],0.159926 [13909 voxels],0.223331 [10811 voxels],0.176809 [21586 voxels],0.237174 [2746 voxels],0.21729 [14037 voxels],0.274972 [4974 voxels],0.293871 [2568 voxels],0.275788 [12617 voxels],0.166591 [1547 voxels],0.160383 [5553 voxels],0.113614 [5066 voxels],0.204641 [17093 voxels],0.103107 [4478 voxels],0.192143 [1821 voxels],0.150168 [8200 voxels],0.1653 [3410 voxels],0.315842 [2076 voxels],0.270143 [1349 voxels],0.154277 [2056 voxels],0.286356 [275 voxels],0.183325 [15981 voxels],0.121158 [2377 voxels],0.159147 [3846 voxels],0.194622 [21246 voxels],0.224454 [23457 voxels],0.0768701 [1096 voxels]
,,0.0901607 [1979 voxels],0.10875 [8826 voxels],0.118817 [6190 voxels],0.0578891 [1665 voxels],0.0939363 [4262 voxels],0.0951636 [4819 voxels],0.171681 [18464 voxels],0.164572 [5640 voxels],0.128236 [5153 voxels],0.147654 [79800 voxels],0.0931288 [4273 voxels],0.0931442 [6557 voxels],0.153138 [42295 voxels],0.124645 [16349 voxels],0.28893 [3860 voxels],0.20022 [4695 voxels],0.250548 [5733 voxels],0.283494 [5822 voxels],0.15255 [13488 voxels],0.187696 [12635 voxels],0.131103 [13909 voxels],0.192847 [10811 voxels],0.210592 [21586 voxels],0.244123 [2746 voxels],0.193678 [14037 voxels],0.298626 [4974 voxels],0.241683 [2568 voxels],0.257899 [12617 voxels],0.11488 [1547 voxels],0.13422 [5553 voxels],0.113401 [5066 voxels],0.160443 [17093 voxels],0.129511 [4478 voxels],0.135629 [1821 voxels],0.171202 [8200 voxels],0.156295 [3410 voxels],0.244527 [2076 voxels],0.260741 [1349 voxels],0.186825 [2056 voxels],0.360244 [275 voxels],0.138097 [15981 voxels],0.107779 [2377 voxels],0.130879 [3846 voxels],0.192439 [21246 voxels],0.194147 [23457 voxels],0.0822432 [1096 voxels]
,,0.120892 [1979 voxels],0.130263 [8826 voxels],0.132015 [6190 voxels],0.114551 [1665 voxels],0.0740913 [4262 voxels],0.112547 [4819 voxels],0.193209 [18464 voxels],0.170681 [5640 voxels],0.130693 [5153 voxels],0.170694 [79800 voxels],0.121099 [4273 voxels],0.117841 [6557 voxels],0.158077 [42295 voxels],0.153618 [16349 voxels],0.236344 [3860 voxels],0.30077 [4695 voxels],0.303645 [5733 voxels],0.341666 [5822 voxels],0.222967 [13488 voxels],0.287583 [12635 voxels],0.166065 [13909 voxels],0.241627 [10811 voxels],0.211821 [21586 voxels],0.257739 [2746 voxels],0.240655 [14037 voxels],0.352011 [4974 voxels],0.281415 [2568 voxels],0.277671 [12617 voxels],0.210865 [1547 voxels],0.14021 [5553 voxels],0.159189 [5066 voxels],0.170822 [17093 voxels],0.144375 [4478 voxels],0.152847 [1821 voxels],0.219503 [8200 voxels],0.217827 [3410 voxels],0.297554 [2076 voxels],0.341403 [1349 voxels],0.237844 [2056 voxels],0.404724 [275 voxels],0.172346 [15981 voxels],0.146719 [2377 voxels],0.146295 [3846 voxels],0.18371 [21246 voxels],0.235293 [23457 voxels],0.10239 [1096 voxels]
,,0.104229 [1979 voxels],0.0795882 [8826 voxels],0.0857248 [6190 voxels],0.0844435 [1665 voxels],0.0502683 [4262 voxels],0.0775395 [4819 voxels],0.149064 [18464 voxels],0.18291 [5640 voxels],0.0903671 [5153 voxels],0.1494 [79800 voxels],0.0970418 [4273 voxels],0.116799 [6557 voxels],0.141977 [42295 voxels],0.105214 [16349 voxels],0.242648 [3860 voxels],0.240914 [4695 voxels],0.278326 [5733 voxels],0.382747 [5822 voxels],0.213413 [13488 voxels],0.249404 [12635 voxels],0.147477 [13909 voxels],0.254787 [10811 voxels],0.220981 [21586 voxels],0.179057 [2746 voxels],0.226013 [14037 voxels],0.31371 [4974 voxels],0.273916 [2568 voxels],0.257338 [12617 voxels],0.15417 [1547 voxels],0.14331 [5553 voxels],0.146405 [5066 voxels],0.155652 [17093 voxels],0.144652 [4478 voxels],0.17885 [1821 voxels],0.190749 [8200 voxels],0.2028 [3410 voxels],0.24334 [2076 voxels],0.290415 [1349 voxels],0.156427 [2056 voxels],0.405249 [275 voxels],0.126234 [15981 voxels],0.0996313 [2377 voxels],0.110822 [3846 voxels],0.181279 [21246 voxels],0.189023 [23457 voxels],0.0728796 [1096 voxels]
,,0.14675 [1979 voxels],0.122578 [8826 voxels],0.111169 [6190 voxels],0.18577 [1665 voxels],0.0522821 [4262 voxels],0.0969385 [4819 voxels],0.195224 [18464 voxels],0.168664 [5640 voxels],0.169335 [5153 voxels],0.196358 [79800 voxels],0.137243 [4273 voxels],0.127863 [6557 voxels],0.148531 [42295 voxels],0.10106 [16349 voxels],0.238129 [3860 voxels],0.294665 [4695 voxels],0.334555 [5733 voxels],0.363867 [5822 voxels],0.280321 [13488 voxels],0.268912 [12635 voxels],0.16757 [13909 voxels],0.236747 [10811 voxels],0.195021 [21586 voxels],0.19999 [2746 voxels],0.260392 [14037 voxels],0.324163 [4974 voxels],0.292163 [2568 voxels],0.323286 [12617 voxels],0.144642 [1547 voxels],0.10749 [5553 voxels],0.120959 [5066 voxels],0.198807 [17093 voxels],0.113778 [4478 voxels],0.207922 [1821 voxels],0.219656 [8200 voxels],0.178294 [3410 voxels],0.346096 [2076 voxels],0.331326 [1349 voxels],0.191437 [2056 voxels],0.322356 [275 voxels],0.177554 [15981 voxels],0.159176 [2377 voxels],0.192601 [3846 voxels],0.211119 [21246 voxels],0.280308 [23457 voxels],0.10956 [1096 voxels]
,,0.0904709 [1979 voxels],0.142995 [8826 voxels],0.121601 [6190 voxels],0.115908 [1665 voxels],0.0854065 [4262 voxels],0.096231 [4819 voxels],0.199458 [18464 voxels],0.191856 [5640 voxels],0.181589 [5153 voxels],0.181904 [79800 voxels],0.167042 [4273 voxels],0.14147 [6557 voxels],0.183361 [42295 voxels],0.127212 [16349 voxels],0.267705 [3860 voxels],0.270467 [4695 voxels],0.30748 [5733 voxels],0.313684 [5822 voxels],0.23017 [13488 voxels],0.245023 [12635 voxels],0.175823 [13909 voxels],0.258133 [10811 voxels],0.24485 [21586 voxels],0.236841 [2746 voxels],0.234657 [14037 voxels],0.30229 [4974 voxels],0.296616 [2568 voxels],0.334769 [12617 voxels],0.12091 [1547 voxels],0.140426 [5553 voxels],0.130624 [5066 voxels],0.206353 [17093 voxels],0.14173 [4478 voxels],0.26527 [1821 voxels],0.255714 [8200 voxels],0.251203 [3410 voxels],0.333117 [2076 voxels],0.330196 [1349 voxels],0.29187 [2056 voxels],0.419796 [275 voxels],0.174087 [15981 voxels],0.137533 [2377 voxels],0.166466 [3846 voxels],0.196476 [21246 voxels],0.212908 [23457 voxels],0.121424 [1096 voxels]
,,0.123918 [1979 voxels],0.132134 [8826 voxels],0.124134 [6190 voxels],0.0829583 [1665 voxels],0.0718121 [4262 voxels],0.0714455 [4819 voxels],0.236471 [18464 voxels],0.192088 [5640 voxels],0.165443 [5153 voxels],0.214376 [79800 voxels],0.123789 [4273 voxels],0.160845 [6557 voxels],0.196223 [42295 voxels],0.111376 [16349 voxels],0.283735 [3860 voxels],0.272068 [4695 voxels],0.337818 [5733 voxels],0.375185 [5822 voxels],0.268063 [13488 voxels],0.296501 [12635 voxels],0.189554 [13909 voxels],0.239725 [10811 voxels],0.250016 [21586 voxels],0.238047 [2746 voxels],0.269214 [14037 voxels],0.343341 [4974 voxels],0.270193 [2568 voxels],0.305677 [12617 voxels],0.0822706 [1547 voxels],0.123086 [5553 voxels],0.141202 [5066 voxels],0.239419 [17093 voxels],0.141823 [4478 voxels],0.235896 [1821 voxels],0.237112 [8200 voxels],0.255819 [3410 voxels],0.380353 [2076 voxels],0.383084 [1349 voxels],0.198305 [2056 voxels],0.372652 [275 voxels],0.194116 [15981 voxels],0.194217 [2377 voxels],0.218833 [3846 voxels],0.23678 [21246 voxels],0.265714 [23457 voxels],0.106529 [1096 voxels]
,,0.162623 [1979 voxels],0.133859 [8826 voxels],0.124614 [6190 voxels],0.126899 [1665 voxels],0.113005 [4262 voxels],0.0932479 [4819 voxels],0.219351 [18464 voxels],0.177534 [5640 voxels],0.153603 [5153 voxels],0.208599 [79800 voxels],0.146611 [4273 voxels],0.120094 [6557 voxels],0.178005 [42295 voxels],0.132819 [16349 voxels],0.279161 [3860 voxels],0.344289 [4695 voxels],0.287889 [5733 voxels],0.389417 [5822 voxels],0.275632 [13488 voxels],0.277635 [12635 voxels],0.191418 [13909 voxels],0.228321 [10811 voxels],0.228135 [21586 voxels],0.299011 [2746 voxels],0.24099 [14037 voxels],0.327729 [4974 voxels],0.235593 [2568 voxels],0.27032 [12617 voxels],0.0907165 [1547 voxels],0.110044 [5553 voxels],0.158824 [5066 voxels],0.207476 [17093 voxels],0.154109 [4478 voxels],0.248387 [1821 voxels],0.280433 [8200 voxels],0.324175 [3410 voxels],0.304052 [2076 voxels],0.376897 [1349 voxels],0.257562 [2056 voxels],0.373774 [275 voxels],0.200574 [15981 voxels],0.135116 [2377 voxels],0.173267 [3846 voxels],0.20741 [21246 voxels],0.217891 [23457 voxels],0.114587 [1096 voxels]
,,0.21737 [1979 voxels],0.19638 [8826 voxels],0.188562 [6190 voxels],0.137549 [1665 voxels],0.102856 [4262 voxels],0.0832759 [4819 voxels],0.220012 [18464 voxels],0.207584 [5640 voxels],0.144656 [5153 voxels],0.243803 [79800 voxels],0.143448 [4273 voxels],0.145109 [6557 voxels],0.233776 [42295 voxels],0.146995 [16349 voxels],0.248355 [3860 voxels],0.36294 [4695 voxels],0.382722 [5733 voxels],0.32961 [5822 voxels],0.287006 [13488 voxels],0.317384 [12635 voxels],0.209778 [13909 voxels],0.262962 [10811 voxels],0.268634 [21586 voxels],0.31422 [2746 voxels],0.253973 [14037 voxels],0.338397 [4974 voxels],0.26472 [2568 voxels],0.292188 [12617 voxels],0.198041 [1547 voxels],0.161136 [5553 voxels],0.119264 [5066 voxels],0.203064 [17093 voxels],0.15053 [4478 voxels],0.199868 [1821 voxels],0.225654 [8200 voxels],0.273737 [3410 voxels],0.331431 [2076 voxels],0.327958 [1349 voxels],0.272973 [2056 voxels],0.557483 [275 voxels],0.191433 [15981 voxels],0.176324 [2377 voxels],0.19945 [3846 voxels],0.235621 [21246 voxels],0.296739 [23457 voxels],0.12117 [1096 voxels]
,,0.106292 [1979 voxels],0.11408 [8826 voxels],0.0898292 [6190 voxels],0.0409515 [1665 voxels],0.0835406 [4262 voxels],0.0721814 [4819 voxels],0.16081 [18464 voxels],0.149167 [5640 voxels],0.100788 [5153 voxels],0.169972 [79800 voxels],0.106884 [4273 voxels],0.0898881 [6557 voxels],0.118485 [42295 voxels],0.0819748 [16349 voxels],0.204135 [3860 voxels],0.257433 [4695 voxels],0.318319 [5733 voxels],0.367107 [5822 voxels],0.198838 [13488 voxels],0.225914 [12635 voxels],0.124132 [13909 voxels],0.191944 [10811 voxels],0.179689 [21586 voxels],0.19897 [2746 voxels],0.207796 [14037 voxels],0.254233 [4974 voxels],0.252158 [2568 voxels],0.282372 [12617 voxels],0.109653 [1547 voxels],0.11822 [5553 voxels],0.115322 [5066 voxels],0.168424 [17093 voxels],0.0818077 [4478 voxels],0.160624 [1821 voxels],0.157373 [8200 voxels],0.164114 [3410 voxels],0.201014 [2076 voxels],0.258577 [1349 voxels],0.144774 [2056 voxels],0.245979 [275 voxels],0.141722 [15981 voxels],0.138953 [2377 voxels],0.122353 [3846 voxels],0.186435 [21246 voxels],0.201988 [23457 voxels],0.0944095 [1096 voxels]
,,0.119567 [1979 voxels],0.140355 [8826 voxels],0.123161 [6190 voxels],0.102231 [1665 voxels],0.156632 [4262 voxels],0.111723 [4819 voxels],0.177106 [18464 voxels],0.182511 [5640 voxels],0.135655 [5153 voxels],0.162924 [79800 voxels],0.148567 [4273 voxels],0.170564 [6557 voxels],0.175403 [42295 voxels],0.134825 [16349 voxels],0.35763 [3860 voxels],0.243712 [4695 voxels],0.362723 [5733 voxels],0.392715 [5822 voxels],0.302509 [13488 voxels],0.277022 [12635 voxels],0.18416 [13909 voxels],0.267455 [10811 voxels],0.244255 [21586 voxels],0.29983 [2746 voxels],0.252211 [14037 voxels],0.332883 [4974 voxels],0.244803 [2568 voxels],0.331764 [12617 voxels],0.130086 [1547 voxels],0.137457 [5553 voxels],0.151803 [5066 voxels],0.226779 [17093 voxels],0.136816 [4478 voxels],0.186482 [1821 voxels],0.193888 [8200 voxels],0.194203 [3410 voxels],0.324946 [2076 voxels],0.399718 [1349 voxels],0.232194 [2056 voxels],0.486939 [275 voxels],0.200115 [15981 voxels],0.190606 [2377 voxels],0.173962 [3846 voxels],0.210366 [21246 voxels],0.233001 [23457 voxels],0.130893 [1096 voxels]
,,0.111642 [1979 voxels],0.0982679 [8826 voxels],0.0940291 [6190 voxels],0.123331 [1665 voxels],0.0673131 [4262 voxels],0.132475 [4819 voxels],0.178467 [18464 voxels],0.177982 [5640 voxels],0.115092 [5153 voxels],0.178485 [79800 voxels],0.0907864 [4273 voxels],0.160511 [6557 voxels],0.177297 [42295 voxels],0.103083 [16349 voxels],0.301629 [3860 voxels],0.266279 [4695 voxels],0.338847 [5733 voxels],0.428764 [5822 voxels],0.259242 [13488 voxels],0.301262 [12635 voxels],0.202831 [13909 voxels],0.288349 [10811 voxels],0.238869 [21586 voxels],0.255299 [2746 voxels],0.251385 [14037 voxels],0.349768 [4974 voxels],0.300009 [2568 voxels],0.341029 [12617 voxels],0.119176 [1547 voxels],0.16684 [5553 voxels],0.196999 [5066 voxels],0.182029 [17093 voxels],0.16812 [4478 voxels],0.164908 [1821 voxels],0.237288 [8200 voxels],0.271292 [3410 voxels],0.319617 [2076 voxels],0.320272 [1349 voxels],0.21059 [2056 voxels],0.326325 [275 voxels],0.168522 [15981 voxels],0.175832 [2377 voxels],0.146387 [3846 voxels],0.186501 [21246 voxels],0.234739 [23457 voxels],0.126858 [1096 voxels]
,,0.177411 [1979 voxels],0.165714 [8826 voxels],0.14951 [6190 voxels],0.111771 [1665 voxels],0.10698 [4262 voxels],0.091792 [4819 voxels],0.220865 [18464 voxels],0.216917 [5640 voxels],0.177831 [5153 voxels],0.202672 [79800 voxels],0.153102 [4273 voxels],0.164478 [6557 voxels],0.169635 [42295 voxels],0.0951432 [16349 voxels],0.277682 [3860 voxels],0.311858 [4695 voxels],0.403045 [5733 voxels],0.357656 [5822 voxels],0.359089 [13488 voxels],0.345546 [12635 voxels],0.20338 [13909 voxels],0.270553 [10811 voxels],0.252949 [21586 voxels],0.26397 [2746 voxels],0.244016 [14037 voxels],0.302475 [4974 voxels],0.229486 [2568 voxels],0.289978 [12617 voxels],0.174732 [1547 voxels],0.133967 [5553 voxels],0.126284 [5066 voxels],0.237006 [17093 voxels],0.103815 [4478 voxels],0.198364 [1821 voxels],0.253625 [8200 voxels],0.191327 [3410 voxels],0.394589 [2076 voxels],0.306183 [1349 voxels],0.208546 [2056 voxels],0.533442 [275 voxels],0.208196 [15981 voxels],0.193561 [2377 voxels],0.172932 [3846 voxels],0.233883 [21246 voxels],0.261569 [23457 voxels],0.130871 [1096 voxels]
,,0.0862156 [1979 voxels],0.110742 [8826 voxels],0.0797668 [6190 voxels],0.121976 [1665 voxels],0.0729046 [4262 voxels],0.0931212 [4819 voxels],0.17916 [18464 voxels],0.15713 [5640 voxels],0.120386 [5153 voxels],0.190943 [79800 voxels],0.0949943 [4273 voxels],0.099659 [6557 voxels],0.123825 [42295 voxels],0.0967994 [16349 voxels],0.246873 [3860 voxels],0.29175 [4695 voxels],0.317423 [5733 voxels],0.395088 [5822 voxels],0.289298 [13488 voxels],0.313678 [12635 voxels],0.175473 [13909 voxels],0.262668 [10811 voxels],0.173812 [21586 voxels],0.204943 [2746 voxels],0.253843 [14037 voxels],0.310011 [4974 voxels],0.273897 [2568 voxels],0.302066 [12617 voxels],0.119726 [1547 voxels],0.135348 [5553 voxels],0.15483 [5066 voxels],0.203972 [17093 voxels],0.133887 [4478 voxels],0.232539 [1821 voxels],0.215903 [8200 voxels],0.206338 [3410 voxels],0.31247 [2076 voxels],0.27298 [1349 voxels],0.176146 [2056 voxels],0.317036 [275 voxels],0.175897 [15981 voxels],0.162304 [2377 voxels],0.152453 [3846 voxels],0.189679 [21246 voxels],0.224536 [23457 voxels],0.117288 [1096 voxels]
,,0.117835 [1979 voxels],0.0900722 [8826 voxels],0.108958 [6190 voxels],0.0750517 [1665 voxels],0.0530485 [4262 voxels],0.0876244 [4819 voxels],0.174284 [18464 voxels],0.169165 [5640 voxels],0.150928 [5153 voxels],0.18597 [79800 voxels],0.151951 [4273 voxels],0.1116 [6557 voxels],0.150953 [42295 voxels],0.111787 [16349 voxels],0.246457 [3860 voxels],0.26689 [4695 voxels],0.304828 [5733 voxels],0.344158 [5822 voxels],0.288164 [13488 voxels],0.303687 [12635 voxels],0.153649 [13909 voxels],0.239455 [10811 voxels],0.212569 [21586 voxels],0.183259 [2746 voxels],0.218301 [14037 voxels],0.29139 [4974 voxels],0.269565 [2568 voxels],0.274138 [12617 voxels],0.173076 [1547 voxels],0.133557 [5553 voxels],0.149622 [5066 voxels],0.195877 [17093 voxels],0.139829 [4478 voxels],0.207723 [1821 voxels],0.222143 [8200 voxels],0.230781 [3410 voxels],0.320234 [2076 voxels],0.311311 [1349 voxels],0.198993 [2056 voxels],0.305221 [275 voxels],0.174156 [15981 voxels],0.164 [2377 voxels],0.141195 [3846 voxels],0.20497 [21246 voxels],0.209097 [23457 voxels],0.126516 [1096 voxels]
,,0.173315 [1979 voxels],0.147821 [8826 voxels],0.151009 [6190 voxels],0.100075 [1665 voxels],0.0867565 [4262 voxels],0.122604 [4819 voxels],0.229067 [18464 voxels],0.220987 [5640 voxels],0.167332 [5153 voxels],0.241836 [79800 voxels],0.156367 [4273 voxels],0.137983 [6557 voxels],0.189912 [42295 voxels],0.144166 [16349 voxels],0.281704 [3860 voxels],0.392259 [4695 voxels],0.42233 [5733 voxels],0.40479 [5822 voxels],0.333744 [13488 voxels],0.349705 [12635 voxels],0.19606 [13909 voxels],0.299655 [10811 voxels],0.27457 [21586 voxels],0.295226 [2746 voxels],0.272339 [14037 voxels],0.390813 [4974 voxels],0.322685 [2568 voxels],0.323151 [12617 voxels],0.167393 [1547 voxels],0.173119 [5553 voxels],0.175827 [5066 voxels],0.244866 [17093 voxels],0.186378 [4478 voxels],0.195308 [1821 voxels],0.230857 [8200 voxels],0.251481 [3410 voxels],0.305643 [2076 voxels],0.303276 [1349 voxels],0.228932 [2056 voxels],0.355708 [275 voxels],0.201957 [15981 voxels],0.162133 [2377 voxels],0.151995 [3846 voxels],0.258271 [21246 voxels],0.250647 [23457 voxels],0.150942 [1096 voxels]
,,0.0865629 [1979 voxels],0.1296 [8826 voxels],0.119132 [6190 voxels],0.0822271 [1665 voxels],0.120196 [4262 voxels],0.105766 [4819 voxels],0.177043 [18464 voxels],0.180759 [5640 voxels],0.119215 [5153 voxels],0.199604 [79800 voxels],0.153426 [4273 voxels],0.125365 [6557 voxels],0.158525 [42295 voxels],0.141487 [16349 voxels],0.291483 [3860 voxels],0.264136 [4695 voxels],0.36013 [5733 voxels],0.327211 [5822 voxels],0.253801 [13488 voxels],0.283901 [12635 voxels],0.147984 [13909 voxels],0.222894 [10811 voxels],0.22422 [21586 voxels],0.258097 [2746 voxels],0.231796 [14037 voxels],0.308271 [4974 voxels],0.191028 [2568 voxels],0.284804 [12617 voxels],0.124384 [1547 voxels],0.101007 [5553 voxels],0.126484 [5066 voxels],0.228371 [17093 voxels],0.135849 [4478 voxels],0.194344 [1821 voxels],0.19595 [8200 voxels],0.197994 [3410 voxels],0.27561 [2076 voxels],0.253972 [1349 voxels],0.175283 [2056 voxels],0.401498 [275 voxels],0.207608 [15981 voxels],0.143538 [2377 voxels],0.141702 [3846 voxels],0.211392 [21246 voxels],0.215743 [23457 voxels],0.10471 [1096 voxels]
,,0.103475 [1979 voxels],0.121016 [8826 voxels],0.120549 [6190 voxels],0.138367 [1665 voxels],0.0860691 [4262 voxels],0.0910673 [4819 voxels],0.227095 [18464 voxels],0.210075 [5640 voxels],0.156813 [5153 voxels],0.182791 [79800 voxels],0.152426 [4273 voxels],0.154101 [6557 voxels],0.193073 [42295 voxels],0.133971 [16349 voxels],0.282763 [3860 voxels],0.284769 [4695 voxels],0.341956 [5733 voxels],0.399052 [5822 voxels],0.283102 [13488 voxels],0.310459 [12635 voxels],0.163171 [13909 voxels],0.250462 [10811 voxels],0.229066 [21586 voxels],0.209501 [2746 voxels],0.260831 [14037 voxels],0.338085 [4974 voxels],0.262846 [2568 voxels],0.32728 [12617 voxels],0.172633 [1547 voxels],0.149372 [5553 voxels],0.152704 [5066 voxels],0.203607 [17093 voxels],0.123576 [4478 voxels],0.201444 [1821 voxels],0.218154 [8200 voxels],0.239039 [3410 voxels],0.273508 [2076 voxels],0.318629 [1349 voxels],0.201143 [2056 voxels],0.463945 [275 voxels],0.189241 [15981 voxels],0.141684 [2377 voxels],0.16026 [3846 voxels],0.227173 [21246 voxels],0.246393 [23457 voxels],0.16499 [1096 voxels]
,,0.151792 [1979 voxels],0.157093 [8826 voxels],0.121899 [6190 voxels],0.0919833 [1665 voxels],0.142726 [4262 voxels],0.103214 [4819 voxels],0.199374 [18464 voxels],0.206149 [5640 voxels],0.153298 [5153 voxels],0.223736 [79800 voxels],0.156135 [4273 voxels],0.180132 [6557 voxels],0.211956 [42295 voxels],0.106605 [16349 voxels],0.289947 [3860 voxels],0.346972 [4695 voxels],0.357697 [5733 voxels],0.45986 [5822 voxels],0.318193 [13488 voxels],0.341927 [12635 voxels],0.235683 [13909 voxels],0.301853 [10811 voxels],0.264679 [21586 voxels],0.212694 [2746 voxels],0.296163 [14037 voxels],0.369328 [4974 voxels],0.389581 [2568 voxels],0.342303 [12617 voxels],0.114189 [1547 voxels],0.196086 [5553 voxels],0.163781 [5066 voxels],0.218018 [17093 voxels],0.156737 [4478 voxels],0.247057 [1821 voxels],0.290924 [8200 voxels],0.295086 [3410 voxels],0.391194 [2076 voxels],0.377567 [1349 voxels],0.237918 [2056 voxels],0.387187 [275 voxels],0.190383 [15981 voxels],0.212372 [2377 voxels],0.217243 [3846 voxels],0.256592 [21246 voxels],0.240555 [23457 voxels],0.11706 [1096 voxels]
