,,0.304761 [1979 voxels],0.29758 [8826 voxels],0.311152 [6190 voxels],0.271762 [1665 voxels],0.36579 [4262 voxels],0.34853 [4819 voxels],0.388958 [18464 voxels],0.366529 [5640 voxels],0.326591 [5153 voxels],0.356066 [79800 voxels],0.305174 [4273 voxels],0.302746 [6557 voxels],0.32955 [42295 voxels],0.323162 [16349 voxels],0.367892 [3860 voxels],0.431077 [4695 voxels],0.435199 [5733 voxels],0.634741 [5822 voxels],0.354674 [13488 voxels],0.409958 [12635 voxels],0.343013 [13909 voxels],0.410418 [10811 voxels],0.347296 [21586 voxels],0.352125 [2746 voxels],0.430002 [14037 voxels],0.515468 [4974 voxels],0.5358 [2568 voxels],0.45499 [12617 voxels],0.323558 [1547 voxels],0.399183 [5553 voxels],0.382736 [5066 voxels],0.396849 [17093 voxels],0.349055 [4478 voxels],0.33657 [1821 voxels],0.358382 [8200 voxels],0.362046 [3410 voxels],0.346911 [2076 voxels],0.466296 [1349 voxels],0.351416 [2056 voxels],0.304213 [275 voxels],0.402359 [15981 voxels],0.366193 [2377 voxels],0.326836 [3846 voxels],0.402425 [21246 voxels],0.36728 [23457 voxels],0.292983 [1096 voxels]
,,0.313758 [1979 voxels],0.287717 [8826 voxels],0.299174 [6190 voxels],0.271991 [1665 voxels],0.322665 [4262 voxels],0.305288 [4819 voxels],0.363048 [18464 voxels],0.346467 [5640 voxels],0.315091 [5153 voxels],0.323669 [79800 voxels],0.293172 [4273 voxels],0.291912 [6557 voxels],0.300615 [42295 voxels],0.303309 [16349 voxels],0.366114 [3860 voxels],0.375143 [4695 voxels],0.397859 [5733 voxels],0.642261 [5822 voxels],0.351284 [13488 voxels],0.451236 [12635 voxels],0.33614 [13909 voxels],0.42027 [10811 voxels],0.337483 [21586 voxels],0.328359 [2746 voxels],0.439787 [14037 voxels],0.586979 [4974 voxels],0.511079 [2568 voxels],0.493998 [12617 voxels],0.345281 [1547 voxels],0.391469 [5553 voxels],0.345124 [5066 voxels],0.354638 [17093 voxels],0.340127 [4478 voxels],0.35509 [1821 voxels],0.345553 [8200 voxels],0.339475 [3410 voxels],0.367375 [2076 voxels],0.473879 [1349 voxels],0.366747 [2056 voxels],0.333329 [275 voxels],0.341883 [15981 voxels],0.33585 [2377 voxels],0.310627 [3846 voxels],0.36422 [21246 voxels],0.345108 [23457 voxels],0.288317 [1096 voxels]
,,0.308991 [1979 voxels],0.290427 [8826 voxels],0.286436 [6190 voxels],0.269804 [1665 voxels],0.300141 [4262 voxels],0.283847 [4819 voxels],0.358059 [18464 voxels],0.328948 [5640 voxels],0.290717 [5153 voxels],0.311373 [79800 voxels],0.280823 [4273 voxels],0.280081 [6557 voxels],0.286114 [42295 voxels],0.314004 [16349 voxels],0.351422 [3860 voxels],0.434509 [4695 voxels],0.365196 [5733 voxels],0.670255 [5822 voxels],0.330124 [13488 voxels],0.392023 [12635 voxels],0.319889 [13909 voxels],0.382971 [10811 voxels],0.308664 [21586 voxels],0.385114 [2746 voxels],0.424294 [14037 voxels],0.521122 [4974 voxels],0.462159 [2568 voxels],0.418005 [12617 voxels],0.348658 [1547 voxels],0.369468 [5553 voxels],0.351616 [5066 voxels],0.338108 [17093 voxels],0.334785 [4478 voxels],0.315247 [1821 voxels],0.325738 [8200 voxels],0.322818 [3410 voxels],0.374919 [2076 voxels],0.447111 [1349 voxels],0.339108 [2056 voxels],0.381694 [275 voxels],0.328731 [15981 voxels],0.303745 [2377 voxels],0.293464 [3846 voxels],0.348679 [21246 voxels],0.385759 [23457 voxels],0.298542 [1096 voxels]
,,0.286623 [1979 voxels],0.285992 [8826 voxels],0.294272 [6190 voxels],0.311517 [1665 voxels],0.36185 [4262 voxels],0.319268 [4819 voxels],0.390702 [18464 voxels],0.366746 [5640 voxels],0.318772 [5153 voxels],0.316279 [79800 voxels],0.338558 [4273 voxels],0.328004 [6557 voxels],0.325889 [42295 voxels],0.33806 [16349 voxels],0.41379 [3860 voxels],0.351397 [4695 voxels],0.359892 [5733 voxels],0.662964 [5822 voxels],0.323378 [13488 voxels],0.390622 [12635 voxels],0.388396 [13909 voxels],0.448614 [10811 voxels],0.368962 [21586 voxels],0.364073 [2746 voxels],0.507027 [14037 voxels],0.544582 [4974 voxels],0.542316 [2568 voxels],0.544875 [12617 voxels],0.356309 [1547 voxels],0.449556 [5553 voxels],0.395794 [5066 voxels],0.337561 [17093 voxels],0.411084 [4478 voxels],0.351779 [1821 voxels],0.376398 [8200 voxels],0.389602 [3410 voxels],0.381883 [2076 voxels],0.485353 [1349 voxels],0.422201 [2056 voxels],0.344824 [275 voxels],0.355205 [15981 voxels],0.332074 [2377 voxels],0.329498 [3846 voxels],0.370369 [21246 voxels],0.364147 [23457 voxels],0.310745 [1096 voxels]
,,0.262449 [1979 voxels],0.283035 [8826 voxels],0.292157 [6190 voxels],0.27829 [1665 voxels],0.360277 [4262 voxels],0.328142 [4819 voxels],0.362897 [18464 voxels],0.342889 [5640 voxels],0.300697 [5153 voxels],0.357818 [79800 voxels],0.289646 [4273 voxels],0.315366 [6557 voxels],0.319372 [42295 voxels],0.320549 [16349 voxels],0.406952 [3860 voxels],0.428446 [4695 voxels],0.406561 [5733 voxels],0.646627 [5822 voxels],0.3939 [13488 voxels],0.441249 [12635 voxels],0.334685 [13909 voxels],0.457984 [10811 voxels],0.34797 [21586 voxels],0.359551 [2746 voxels],0.433674 [14037 voxels],0.572272 [4974 voxels],0.488477 [2568 voxels],0.523143 [12617 voxels],0.363319 [1547 voxels],0.432491 [5553 voxels],0.384443 [5066 voxels],0.381051 [17093 voxels],0.378232 [4478 voxels],0.350208 [1821 voxels],0.327685 [8200 voxels],0.354107 [3410 voxels],0.328519 [2076 voxels],0.443974 [1349 voxels],0.350812 [2056 voxels],0.318562 [275 voxels],0.355526 [15981 voxels],0.33938 [2377 voxels],0.340332 [3846 voxels],0.37159 [21246 voxels],0.325324 [23457 voxels],0.288116 [1096 voxels]
,,0.956664 [1979 voxels],0.956281 [8826 voxels],0.933621 [6190 voxels],0.00243398 [1665 voxels],0.767714 [4262 voxels],0.929141 [4819 voxels],0.0125092 [18464 voxels],0 [5640 voxels],1.46662e-07 [5153 voxels],0.533697 [79800 voxels],0.0992853 [4273 voxels],0.321631 [6557 voxels],0.171164 [42295 voxels],0.948568 [16349 voxels],0.99 [3860 voxels],0.99 [4695 voxels],0 [5733 voxels],0.984938 [5822 voxels],0.292573 [13488 voxels],0.207875 [12635 voxels],0.981812 [13909 voxels],0.126496 [10811 voxels],0.200543 [21586 voxels],0.462704 [2746 voxels],0.988143 [14037 voxels],0.440837 [4974 voxels],0.98988 [2568 voxels],0.99 [12617 voxels],0 [1547 voxels],0.771303 [5553 voxels],0.97314 [5066 voxels],0 [17093 voxels],0.989999 [4478 voxels],0.941011 [1821 voxels],0.855984 [8200 voxels],0.472502 [3410 voxels],0.99 [2076 voxels],0.989437 [1349 voxels],0.986312 [2056 voxels],0.99 [275 voxels],0 [15981 voxels],0.740522 [2377 voxels],0.501018 [3846 voxels],0.048177 [21246 voxels],0.624035 [23457 voxels],0.99 [1096 voxels]
,,0.276378 [1979 voxels],0.284731 [8826 voxels],0.277444 [6190 voxels],0.278407 [1665 voxels],0.478756 [4262 voxels],0.291986 [4819 voxels],0.330653 [18464 voxels],0.303859 [5640 voxels],0.27929 [5153 voxels],0.317272 [79800 voxels],0.271273 [4273 voxels],0.278122 [6557 voxels],0.298378 [42295 voxels],0.299582 [16349 voxels],0.389741 [3860 voxels],0.418456 [4695 voxels],0.374548 [5733 voxels],0.611915 [5822 voxels],0.318875 [13488 voxels],0.400858 [12635 voxels],0.326615 [13909 voxels],0.418479 [10811 voxels],0.328478 [21586 voxels],0.353977 [2746 voxels],0.389409 [14037 voxels],0.48354 [4974 voxels],0.481434 [2568 voxels],0.492247 [12617 voxels],0.328387 [1547 voxels],0.375179 [5553 voxels],0.37183 [5066 voxels],0.328357 [17093 voxels],0.353495 [4478 voxels],0.293319 [1821 voxels],0.338877 [8200 voxels],0.35513 [3410 voxels],0.347088 [2076 voxels],0.471153 [1349 voxels],0.335637 [2056 voxels],0.288661 [275 voxels],0.307874 [15981 voxels],0.275117 [2377 voxels],0.29197 [3846 voxels],0.331692 [21246 voxels],0.331999 [23457 voxels],0.294818 [1096 voxels]
,,0.258395 [1979 voxels],0.267548 [8826 voxels],0.266587 [6190 voxels],0.28691 [1665 voxels],0.360373 [4262 voxels],0.295934 [4819 voxels],0.341886 [18464 voxels],0.332052 [5640 voxels],0.272565 [5153 voxels],0.306317 [79800 voxels],0.263775 [4273 voxels],0.279197 [6557 voxels],0.297202 [42295 voxels],0.311071 [16349 voxels],0.388784 [3860 voxels],0.306197 [4695 voxels],0.429329 [5733 voxels],0.655044 [5822 voxels],0.37514 [13488 voxels],0.429679 [12635 voxels],0.331216 [13909 voxels],0.463054 [10811 voxels],0.355438 [21586 voxels],0.340426 [2746 voxels],0.407879 [14037 voxels],0.55662 [4974 voxels],0.652448 [2568 voxels],0.524952 [12617 voxels],0.383898 [1547 voxels],0.401715 [5553 voxels],0.388417 [5066 voxels],0.349079 [17093 voxels],0.35598 [4478 voxels],0.344448 [1821 voxels],0.339302 [8200 voxels],0.346814 [3410 voxels],0.364076 [2076 voxels],0.464625 [1349 voxels],0.325078 [2056 voxels],0.371409 [275 voxels],0.313538 [15981 voxels],0.302341 [2377 voxels],0.316986 [3846 voxels],0.346219 [21246 voxels],0.325392 [23457 voxels],0.253879 [1096 voxels]
,,0.299507 [1979 voxels],0.272126 [8826 voxels],0.267948 [6190 voxels],0.274427 [1665 voxels],0.311997 [4262 voxels],0.287492 [4819 voxels],0.326854 [18464 voxels],0.313963 [5640 voxels],0.270396 [5153 voxels],0.317998 [79800 voxels],0.263556 [4273 voxels],0.295888 [6557 voxels],0.288379 [42295 voxels],0.298639 [16349 voxels],0.350414 [3860 voxels],0.40795 [4695 voxels],0.341433 [5733 voxels],0.705775 [5822 voxels],0.346091 [13488 voxels],0.365551 [12635 voxels],0.320868 [13909 voxels],0.392805 [10811 voxels],0.310824 [21586 voxels],0.399173 [2746 voxels],0.442807 [14037 voxels],0.550712 [4974 voxels],0.421364 [2568 voxels],0.453514 [12617 voxels],0.278578 [1547 voxels],0.334714 [5553 voxels],0.324497 [5066 voxels],0.317754 [17093 voxels],0.340127 [4478 voxels],0.307047 [1821 voxels],0.31978 [8200 voxels],0.318646 [3410 voxels],0.331506 [2076 voxels],0.436825 [1349 voxels],0.349603 [2056 voxels],0.348779 [275 voxels],0.308529 [15981 voxels],0.297113 [2377 voxels],0.295196 [3846 voxels],0.332869 [21246 voxels],0.363022 [23457 voxels],0.276236 [1096 voxels]
,,0.277943 [1979 voxels],0.281842 [8826 voxels],0.28845 [6190 voxels],0.299488 [1665 voxels],0.411971 [4262 voxels],0.315256 [4819 voxels],0.357252 [18464 voxels],0.323616 [5640 voxels],0.286099 [5153 voxels],0.359629 [79800 voxels],0.265298 [4273 voxels],0.279016 [6557 voxels],0.289304 [42295 voxels],0.295608 [16349 voxels],0.371498 [3860 voxels],0.390711 [4695 voxels],0.415837 [5733 voxels],0.676319 [5822 voxels],0.400534 [13488 voxels],0.419128 [12635 voxels],0.336238 [13909 voxels],0.414957 [10811 voxels],0.331958 [21586 voxels],0.359524 [2746 voxels],0.447658 [14037 voxels],0.64645 [4974 voxels],0.456632 [2568 voxels],0.450437 [12617 voxels],0.420703 [1547 voxels],0.371108 [5553 voxels],0.347688 [5066 voxels],0.369296 [17093 voxels],0.342934 [4478 voxels],0.377166 [1821 voxels],0.335088 [8200 voxels],0.336882 [3410 voxels],0.344376 [2076 voxels],0.443603 [1349 voxels],0.325082 [2056 voxels],0.311443 [275 voxels],0.350005 [15981 voxels],0.328884 [2377 voxels],0.335557 [3846 voxels],0.369108 [21246 voxels],0.413638 [23457 voxels],0.28006 [1096 voxels]
,,0.32539 [1979 voxels],0.305765 [8826 voxels],0.30532 [6190 voxels],0.306104 [1665 voxels],0.411553 [4262 voxels],0.317109 [4819 voxels],0.375913 [18464 voxels],0.348141 [5640 voxels],0.307137 [5153 voxels],0.328986 [79800 voxels],0.296576 [4273 voxels],0.29388 [6557 voxels],0.320106 [42295 voxels],0.327237 [16349 voxels],0.412265 [3860 voxels],0.415988 [4695 voxels],0.382929 [5733 voxels],0.678651 [5822 voxels],0.350481 [13488 voxels],0.408961 [12635 voxels],0.352353 [13909 voxels],0.467043 [10811 voxels],0.369076 [21586 voxels],0.410653 [2746 voxels],0.456756 [14037 voxels],0.584453 [4974 voxels],0.633655 [2568 voxels],0.546671 [12617 voxels],0.392835 [1547 voxels],0.45429 [5553 voxels],0.417368 [5066 voxels],0.337728 [17093 voxels],0.388525 [4478 voxels],0.347091 [1821 voxels],0.353936 [8200 voxels],0.37994 [3410 voxels],0.365629 [2076 voxels],0.511821 [1349 voxels],0.387252 [2056 voxels],0.383262 [275 voxels],0.348897 [15981 voxels],0.343885 [2377 voxels],0.32107 [3846 voxels],0.368005 [21246 voxels],0.369808 [23457 voxels],0.319075 [1096 voxels]
,,0.286035 [1979 voxels],0.321133 [8826 voxels],0.299568 [6190 voxels],0.264347 [1665 voxels],0.432526 [4262 voxels],0.329758 [4819 voxels],0.384791 [18464 voxels],0.372032 [5640 voxels],0.314045 [5153 voxels],0.338926 [79800 voxels],0.302076 [4273 voxels],0.31509 [6557 voxels],0.31057 [42295 voxels],0.32748 [16349 voxels],0.389675 [3860 voxels],0.334524 [4695 voxels],0.39027 [5733 voxels],0.712605 [5822 voxels],0.339545 [13488 voxels],0.391093 [12635 voxels],0.357775 [13909 voxels],0.441284 [10811 voxels],0.345108 [21586 voxels],0.345227 [2746 voxels],0.484214 [14037 voxels],0.575437 [4974 voxels],0.640903 [2568 voxels],0.518961 [12617 voxels],0.272454 [1547 voxels],0.479058 [5553 voxels],0.402 [5066 voxels],0.346196 [17093 voxels],0.384632 [4478 voxels],0.361507 [1821 voxels],0.348994 [8200 voxels],0.361296 [3410 voxels],0.338851 [2076 voxels],0.492728 [1349 voxels],0.3742 [2056 voxels],0.34261 [275 voxels],0.341816 [15981 voxels],0.340895 [2377 voxels],0.326682 [3846 voxels],0.369377 [21246 voxels],0.364079 [23457 voxels],0.281897 [1096 voxels]
,,0.286747 [1979 voxels],0.295641 [8826 voxels],0.289192 [6190 voxels],0.305147 [1665 voxels],0.397298 [4262 voxels],0.333006 [4819 voxels],0.33083 [18464 voxels],0.322155 [5640 voxels],0.283741 [5153 voxels],0.287153 [79800 voxels],0.279074 [4273 voxels],0.30632 [6557 voxels],0.298362 [42295 voxels],0.311077 [16349 voxels],0.374922 [3860 voxels],0.337501 [4695 voxels],0.314578 [5733 voxels],0.514012 [5822 voxels],0.299404 [13488 voxels],0.348886 [12635 voxels],0.312421 [13909 voxels],0.38534 [10811 voxels],0.325421 [21586 voxels],0.374767 [2746 voxels],0.412823 [14037 voxels],0.537374 [4974 voxels],0.597935 [2568 voxels],0.507926 [12617 voxels],0.378915 [1547 voxels],0.453315 [5553 voxels],0.422124 [5066 voxels],0.30565 [17093 voxels],0.363492 [4478 voxels],0.290635 [1821 voxels],0.315818 [8200 voxels],0.33389 [3410 voxels],0.366172 [2076 voxels],0.461443 [1349 voxels],0.360102 [2056 voxels],0.393367 [275 voxels],0.308923 [15981 voxels],0.289205 [2377 voxels],0.290202 [3846 voxels],0.337076 [21246 voxels],0.364727 [23457 voxels],0.298372 [1096 voxels]
,,0.279453 [1979 voxels],0.311591 [8826 voxels],0.32484 [6190 voxels],0.260667 [1665 voxels],0.402688 [4262 voxels],0.332605 [4819 voxels],0.378718 [18464 voxels],0.333191 [5640 voxels],0.307072 [5153 voxels],0.371228 [79800 voxels],0.299407 [4273 voxels],0.296254 [6557 voxels],0.312823 [42295 voxels],0.331514 [16349 voxels],0.376506 [3860 voxels],0.420532 [4695 voxels],0.380589 [5733 voxels],0.636827 [5822 voxels],0.351857 [13488 voxels],0.407235 [12635 voxels],0.360821 [13909 voxels],0.424309 [10811 voxels],0.348603 [21586 voxels],0.342373 [2746 voxels],0.45103 [14037 voxels],0.538612 [4974 voxels],0.554302 [2568 voxels],0.482051 [12617 voxels],0.310372 [1547 voxels],0.415073 [5553 voxels],0.377429 [5066 voxels],0.355404 [17093 voxels],0.370084 [4478 voxels],0.360907 [1821 voxels],0.386829 [8200 voxels],0.36987 [3410 voxels],0.403672 [2076 voxels],0.48513 [1349 voxels],0.361523 [2056 voxels],0.286532 [275 voxels],0.360808 [15981 voxels],0.341213 [2377 voxels],0.32371 [3846 voxels],0.378774 [21246 voxels],0.354583 [23457 voxels],0.28344 [1096 voxels]
,,0.288649 [1979 voxels],0.294136 [8826 voxels],0.287033 [6190 voxels],0.300471 [1665 voxels],0.306703 [4262 voxels],0.310521 [4819 voxels],0.342812 [18464 voxels],0.300491 [5640 voxels],0.277152 [5153 voxels],0.292266 [79800 voxels],0.27444 [4273 voxels],0.294086 [6557 voxels],0.304245 [42295 voxels],0.301973 [16349 voxels],0.383492 [3860 voxels],0.368341 [4695 voxels],0.365677 [5733 voxels],0.700948 [5822 voxels],0.30637 [13488 voxels],0.395359 [12635 voxels],0.332675 [13909 voxels],0.471828 [10811 voxels],0.348314 [21586 voxels],0.36648 [2746 voxels],0.445525 [14037 voxels],0.584016 [4974 voxels],0.545823 [2568 voxels],0.498983 [12617 voxels],0.309686 [1547 voxels],0.398185 [5553 voxels],0.393889 [5066 voxels],0.334153 [17093 voxels],0.364934 [4478 voxels],0.350784 [1821 voxels],0.321191 [8200 voxels],0.34122 [3410 voxels],0.338407 [2076 voxels],0.445181 [1349 voxels],0.353228 [2056 voxels],0.335645 [275 voxels],0.310678 [15981 voxels],0.314798 [2377 voxels],0.323973 [3846 voxels],0.338545 [21246 voxels],0.385088 [23457 voxels],0.274345 [1096 voxels]
,,0.3005 [1979 voxels],0.288633 [8826 voxels],0.293308 [6190 voxels],0.314874 [1665 voxels],0.339754 [4262 voxels],0.314331 [4819 voxels],0.355895 [18464 voxels],0.345247 [5640 voxels],0.302203 [5153 voxels],0.301608 [79800 voxels],0.283976 [4273 voxels],0.29359 [6557 voxels],0.299448 [42295 voxels],0.314314 [16349 voxels],0.355957 [3860 voxels],0.426676 [4695 voxels],0.37665 [5733 voxels],0.663606 [5822 voxels],0.326308 [13488 voxels],0.362944 [12635 voxels],0.347913 [13909 voxels],0.439701 [10811 voxels],0.347718 [21586 voxels],0.366197 [2746 voxels],0.443528 [14037 voxels],0.515821 [4974 voxels],0.521718 [2568 voxels],0.513177 [12617 voxels],0.417438 [1547 voxels],0.410337 [5553 voxels],0.376992 [5066 voxels],0.335401 [17093 voxels],0.360494 [4478 voxels],0.361159 [1821 voxels],0.341862 [8200 voxels],0.357163 [3410 voxels],0.382193 [2076 voxels],0.517772 [1349 voxels],0.375873 [2056 voxels],0.313315 [275 voxels],0.338429 [15981 voxels],0.305431 [2377 voxels],0.305393 [3846 voxels],0.350821 [21246 voxels],0.31057 [23457 voxels],0.280278 [1096 voxels]
,,0.302268 [1979 voxels],0.282371 [8826 voxels],0.291164 [6190 voxels],0.278854 [1665 voxels],0.308403 [4262 voxels],0.306404 [4819 voxels],0.38653 [18464 voxels],0.377512 [5640 voxels],0.308752 [5153 voxels],0.379826 [79800 voxels],0.307898 [4273 voxels],0.304706 [6557 voxels],0.321005 [42295 voxels],0.318248 [16349 voxels],0.374618 [3860 voxels],0.329402 [4695 voxels],0.63643 [5733 voxels],0.650269 [5822 voxels],0.436472 [13488 voxels],0.460951 [12635 voxels],0.319627 [13909 voxels],0.387756 [10811 voxels],0.30768 [21586 voxels],0.374307 [2746 voxels],0.414414 [14037 voxels],0.548537 [4974 voxels],0.494841 [2568 voxels],0.474767 [12617 voxels],0.32442 [1547 voxels],0.369541 [5553 voxels],0.37796 [5066 voxels],0.5964 [17093 voxels],0.378826 [4478 voxels],0.327114 [1821 voxels],0.326405 [8200 voxels],0.344707 [3410 voxels],0.352269 [2076 voxels],0.420005 [1349 voxels],0.337589 [2056 voxels],0.32648 [275 voxels],0.375418 [15981 voxels],0.346937 [2377 voxels],0.317966 [3846 voxels],0.436834 [21246 voxels],0.344492 [23457 voxels],0.264912 [1096 voxels]
,,0.278216 [1979 voxels],0.269189 [8826 voxels],0.303866 [6190 voxels],0.277915 [1665 voxels],0.33363 [4262 voxels],0.303895 [4819 voxels],0.370439 [18464 voxels],0.334686 [5640 voxels],0.31058 [5153 voxels],0.308648 [79800 voxels],0.283202 [4273 voxels],0.295103 [6557 voxels],0.29724 [42295 voxels],0.307349 [16349 voxels],0.360217 [3860 voxels],0.406478 [4695 voxels],0.3816 [5733 voxels],0.618923 [5822 voxels],0.335639 [13488 voxels],0.371329 [12635 voxels],0.331262 [13909 voxels],0.405585 [10811 voxels],0.33269 [21586 voxels],0.398961 [2746 voxels],0.426876 [14037 voxels],0.576286 [4974 voxels],0.432271 [2568 voxels],0.435532 [12617 voxels],0.361983 [1547 voxels],0.34647 [5553 voxels],0.336513 [5066 voxels],0.342867 [17093 voxels],0.339165 [4478 voxels],0.328273 [1821 voxels],0.351892 [8200 voxels],0.363469 [3410 voxels],0.360011 [2076 voxels],0.452315 [1349 voxels],0.370516 [2056 voxels],0.305154 [275 voxels],0.33155 [15981 voxels],0.325107 [2377 voxels],0.317472 [3846 voxels],0.364974 [21246 voxels],0.366531 [23457 voxels],0.289021 [1096 voxels]
,,0.303665 [1979 voxels],0.302427 [8826 voxels],0.306268 [6190 voxels],0.319347 [1665 voxels],0.375587 [4262 voxels],0.309175 [4819 voxels],0.397861 [18464 voxels],0.3772 [5640 voxels],0.332502 [5153 voxels],0.317486 [79800 voxels],0.297862 [4273 voxels],0.301797 [6557 voxels],0.335106 [42295 voxels],0.343889 [16349 voxels],0.390411 [3860 voxels],0.40879 [4695 voxels],0.418747 [5733 voxels],0.711629 [5822 voxels],0.341176 [13488 voxels],0.4138 [12635 voxels],0.350954 [13909 voxels],0.453641 [10811 voxels],0.396333 [21586 voxels],0.41 [2746 voxels],0.454086 [14037 voxels],0.607921 [4974 voxels],0.548699 [2568 voxels],0.529914 [12617 voxels],0.411995 [1547 voxels],0.43597 [5553 voxels],0.420042 [5066 voxels],0.357006 [17093 voxels],0.391405 [4478 voxels],0.317989 [1821 voxels],0.358972 [8200 voxels],0.386351 [3410 voxels],0.373702 [2076 voxels],0.467839 [1349 voxels],0.404399 [2056 voxels],0.330911 [275 voxels],0.350532 [15981 voxels],0.335925 [2377 voxels],0.301832 [3846 voxels],0.409282 [21246 voxels],0.395702 [23457 voxels],0.302784 [1096 voxels]
,,0.279328 [1979 voxels],0.278791 [8826 voxels],0.280465 [6190 voxels],0.260496 [1665 voxels],0.302462 [4262 voxels],0.306312 [4819 voxels],0.398278 [18464 voxels],0.370156 [5640 voxels],0.324967 [5153 voxels],0.332383 [79800 voxels],0.293436 [4273 voxels],0.296264 [6557 voxels],0.313458 [42295 voxels],0.296456 [16349 voxels],0.347955 [3860 voxels],0.371841 [4695 voxels],0.45285 [5733 voxels],0.558666 [5822 voxels],0.35668 [13488 voxels],0.407659 [12635 voxels],0.316022 [13909 voxels],0.416738 [10811 voxels],0.344557 [21586 voxels],0.344657 [2746 voxels],0.372161 [14037 voxels],0.525807 [4974 voxels],0.45114 [2568 voxels],0.430095 [12617 voxels],0.302083 [1547 voxels],0.330643 [5553 voxels],0.331827 [5066 voxels],0.396706 [17093 voxels],0.320304 [4478 voxels],0.308858 [1821 voxels],0.33868 [8200 voxels],0.359573 [3410 voxels],0.348331 [2076 voxels],0.420661 [1349 voxels],0.324805 [2056 voxels],0.279942 [275 voxels],0.394338 [15981 voxels],0.335042 [2377 voxels],0.342364 [3846 voxels],0.409603 [21246 voxels],0.369188 [23457 voxels],0.262919 [1096 voxels]
,,0.276296 [1979 voxels],0.279164 [8826 voxels],0.285112 [6190 voxels],0.342588 [1665 voxels],0.316588 [4262 voxels],0.292606 [4819 voxels],0.353247 [18464 voxels],0.32876 [5640 voxels],0.28494 [5153 voxels],0.291811 [79800 voxels],0.280679 [4273 voxels],0.285907 [6557 voxels],0.292982 [42295 voxels],0.296365 [16349 voxels],0.416936 [3860 voxels],0.307121 [4695 voxels],0.381934 [5733 voxels],0.660243 [5822 voxels],0.311063 [13488 voxels],0.392142 [12635 voxels],0.326919 [13909 voxels],0.466499 [10811 voxels],0.350082 [21586 voxels],0.367902 [2746 voxels],0.446152 [14037 voxels],0.59729 [4974 voxels],0.580698 [2568 voxels],0.514261 [12617 voxels],0.399526 [1547 voxels],0.387122 [5553 voxels],0.363728 [5066 voxels],0.330486 [17093 voxels],0.348135 [4478 voxels],0.327046 [1821 voxels],0.314465 [8200 voxels],0.349669 [3410 voxels],0.335948 [2076 voxels],0.491638 [1349 voxels],0.362631 [2056 voxels],0.357277 [275 voxels],0.329143 [15981 voxels],0.302983 [2377 voxels],0.29538 [3846 voxels],0.35149 [21246 voxels],0.347884 [23457 voxels],0.277892 [1096 voxels]
,,0.285567 [1979 voxels],0.308928 [8826 voxels],0.307494 [6190 voxels],0.363011 [1665 voxels],0.36351 [4262 voxels],0.343208 [4819 voxels],0.406989 [18464 voxels],0.372155 [5640 voxels],0.318142 [5153 voxels],0.311904 [79800 voxels],0.288581 [4273 voxels],0.300038 [6557 voxels],0.329726 [42295 voxels],0.314535 [16349 voxels],0.376262 [3860 voxels],0.312059 [4695 voxels],0.446002 [5733 voxels],0.59509 [5822 voxels],0.332546 [13488 voxels],0.3971 [12635 voxels],0.348949 [13909 voxels],0.453178 [10811 voxels],0.377301 [21586 voxels],0.366002 [2746 voxels],0.394683 [14037 voxels],0.627443 [4974 voxels],0.634096 [2568 voxels],0.507067 [12617 voxels],0.438356 [1547 voxels],0.447803 [5553 voxels],0.405668 [5066 voxels],0.381716 [17093 voxels],0.366837 [4478 voxels],0.342156 [1821 voxels],0.359452 [8200 voxels],0.388241 [3410 voxels],0.377721 [2076 voxels],0.497558 [1349 voxels],0.392316 [2056 voxels],0.340378 [275 voxels],0.353215 [15981 voxels],0.308961 [2377 voxels],0.30541 [3846 voxels],0.4219 [21246 voxels],0.3811 [23457 voxels],0.299317 [1096 voxels]
,,0.299937 [1979 voxels],0.312088 [8826 voxels],0.304504 [6190 voxels],0.320586 [1665 voxels],0.363044 [4262 voxels],0.311855 [4819 voxels],0.424768 [18464 voxels],0.412954 [5640 voxels],0.31803 [5153 voxels],0.375323 [79800 voxels],0.315691 [4273 voxels],0.310483 [6557 voxels],0.338597 [42295 voxels],0.327904 [16349 voxels],0.351005 [3860 voxels],0.41927 [4695 voxels],0.453494 [5733 voxels],0.559424 [5822 voxels],0.366573 [13488 voxels],0.390369 [12635 voxels],0.330431 [13909 voxels],0.421562 [10811 voxels],0.361441 [21586 voxels],0.379948 [2746 voxels],0.407805 [14037 voxels],0.540319 [4974 voxels],0.421887 [2568 voxels],0.455536 [12617 voxels],0.338255 [1547 voxels],0.344395 [5553 voxels],0.337415 [5066 voxels],0.416048 [17093 voxels],0.360613 [4478 voxels],0.352461 [1821 voxels],0.355528 [8200 voxels],0.388143 [3410 voxels],0.360998 [2076 voxels],0.500696 [1349 voxels],0.374577 [2056 voxels],0.353473 [275 voxels],0.401693 [15981 voxels],0.35929 [2377 voxels],0.333216 [3846 voxels],0.427845 [21246 voxels],0.355636 [23457 voxels],0.297375 [1096 voxels]
