,,0.286396 [1979 voxels],0.277971 [8826 voxels],0.277967 [6190 voxels],0.265839 [1665 voxels],0.315239 [4262 voxels],0.290742 [4819 voxels],0.342006 [18464 voxels],0.301123 [5640 voxels],0.283129 [5153 voxels],0.279717 [79800 voxels],0.27081 [4273 voxels],0.287677 [6557 voxels],0.295748 [42295 voxels],0.306686 [16349 voxels],0.387768 [3860 voxels],0.295943 [4695 voxels],0.346527 [5733 voxels],0.663449 [5822 voxels],0.298657 [13488 voxels],0.367403 [12635 voxels],0.329094 [13909 voxels],0.442844 [10811 voxels],0.346535 [21586 voxels],0.393299 [2746 voxels],0.412846 [14037 voxels],0.567179 [4974 voxels],0.563867 [2568 voxels],0.516529 [12617 voxels],0.385782 [1547 voxels],0.374659 [5553 voxels],0.376632 [5066 voxels],0.294507 [17093 voxels],0.346685 [4478 voxels],0.303596 [1821 voxels],0.317704 [8200 voxels],0.35747 [3410 voxels],0.357241 [2076 voxels],0.458586 [1349 voxels],0.329833 [2056 voxels],0.356916 [275 voxels],0.304751 [15981 voxels],0.283907 [2377 voxels],0.277561 [3846 voxels],0.325353 [21246 voxels],0.354617 [23457 voxels],0.28711 [1096 voxels]
,,0.301736 [1979 voxels],0.304988 [8826 voxels],0.304511 [6190 voxels],0.270507 [1665 voxels],0.347118 [4262 voxels],0.300224 [4819 voxels],0.383406 [18464 voxels],0.330882 [5640 voxels],0.309642 [5153 voxels],0.313541 [79800 voxels],0.293909 [4273 voxels],0.316468 [6557 voxels],0.299081 [42295 voxels],0.321947 [16349 voxels],0.373353 [3860 voxels],0.313613 [4695 voxels],0.377224 [5733 voxels],0.655779 [5822 voxels],0.309886 [13488 voxels],0.390146 [12635 voxels],0.345186 [13909 voxels],0.420024 [10811 voxels],0.325929 [21586 voxels],0.3619 [2746 voxels],0.417073 [14037 voxels],0.611137 [4974 voxels],0.474988 [2568 voxels],0.452427 [12617 voxels],0.335629 [1547 voxels],0.395328 [5553 voxels],0.369128 [5066 voxels],0.342151 [17093 voxels],0.343797 [4478 voxels],0.358861 [1821 voxels],0.348738 [8200 voxels],0.345224 [3410 voxels],0.361806 [2076 voxels],0.46541 [1349 voxels],0.396607 [2056 voxels],0.314749 [275 voxels],0.33527 [15981 voxels],0.302483 [2377 voxels],0.308286 [3846 voxels],0.361865 [21246 voxels],0.337619 [23457 voxels],0.307151 [1096 voxels]
,,0.305317 [1979 voxels],0.283167 [8826 voxels],0.304656 [6190 voxels],0.303734 [1665 voxels],0.292863 [4262 voxels],0.326769 [4819 voxels],0.39191 [18464 voxels],0.339117 [5640 voxels],0.311594 [5153 voxels],0.352735 [79800 voxels],0.321036 [4273 voxels],0.318056 [6557 voxels],0.329346 [42295 voxels],0.329542 [16349 voxels],0.407011 [3860 voxels],0.385352 [4695 voxels],0.452549 [5733 voxels],0.660699 [5822 voxels],0.368591 [13488 voxels],0.409095 [12635 voxels],0.327121 [13909 voxels],0.46785 [10811 voxels],0.385265 [21586 voxels],0.419483 [2746 voxels],0.484285 [14037 voxels],0.535046 [4974 voxels],0.501987 [2568 voxels],0.499562 [12617 voxels],0.339409 [1547 voxels],0.369345 [5553 voxels],0.377959 [5066 voxels],0.376639 [17093 voxels],0.350979 [4478 voxels],0.330512 [1821 voxels],0.352531 [8200 voxels],0.372546 [3410 voxels],0.390536 [2076 voxels],0.471755 [1349 voxels],0.374429 [2056 voxels],0.368406 [275 voxels],0.361732 [15981 voxels],0.359793 [2377 voxels],0.341817 [3846 voxels],0.406845 [21246 voxels],0.369048 [23457 voxels],0.289448 [1096 voxels]
,,0.294659 [1979 voxels],0.288738 [8826 voxels],0.301729 [6190 voxels],0.331644 [1665 voxels],0.345992 [4262 voxels],0.300222 [4819 voxels],0.37667 [18464 voxels],0.372773 [5640 voxels],0.300194 [5153 voxels],0.333478 [79800 voxels],0.280566 [4273 voxels],0.294863 [6557 voxels],0.315311 [42295 voxels],0.321228 [16349 voxels],0.416486 [3860 voxels],0.337645 [4695 voxels],0.390673 [5733 voxels],0.568647 [5822 voxels],0.353032 [13488 voxels],0.392347 [12635 voxels],0.322975 [13909 voxels],0.431606 [10811 voxels],0.362186 [21586 voxels],0.389804 [2746 voxels],0.40283 [14037 voxels],0.631892 [4974 voxels],0.523521 [2568 voxels],0.491938 [12617 voxels],0.38954 [1547 voxels],0.372834 [5553 voxels],0.368115 [5066 voxels],0.365576 [17093 voxels],0.348179 [4478 voxels],0.300512 [1821 voxels],0.33773 [8200 voxels],0.339165 [3410 voxels],0.344111 [2076 voxels],0.421197 [1349 voxels],0.37705 [2056 voxels],0.347633 [275 voxels],0.372764 [15981 voxels],0.351167 [2377 voxels],0.327338 [3846 voxels],0.399997 [21246 voxels],0.394481 [23457 voxels],0.293675 [1096 voxels]
,,0.25729 [1979 voxels],0.277661 [8826 voxels],0.297438 [6190 voxels],0.298135 [1665 voxels],0.281394 [4262 voxels],0.313145 [4819 voxels],0.347019 [18464 voxels],0.341795 [5640 voxels],0.285528 [5153 voxels],0.313067 [79800 voxels],0.271563 [4273 voxels],0.288805 [6557 voxels],0.304335 [42295 voxels],0.334275 [16349 voxels],0.391441 [3860 voxels],0.314928 [4695 voxels],0.347477 [5733 voxels],0.604248 [5822 voxels],0.344367 [13488 voxels],0.398256 [12635 voxels],0.329111 [13909 voxels],0.447541 [10811 voxels],0.338976 [21586 voxels],0.389818 [2746 voxels],0.397741 [14037 voxels],0.52188 [4974 voxels],0.581244 [2568 voxels],0.493795 [12617 voxels],0.364303 [1547 voxels],0.416295 [5553 voxels],0.360173 [5066 voxels],0.323949 [17093 voxels],0.366161 [4478 voxels],0.321398 [1821 voxels],0.321751 [8200 voxels],0.343534 [3410 voxels],0.348642 [2076 voxels],0.456041 [1349 voxels],0.348049 [2056 voxels],0.33466 [275 voxels],0.328351 [15981 voxels],0.317012 [2377 voxels],0.31447 [3846 voxels],0.355185 [21246 voxels],0.339577 [23457 voxels],0.286358 [1096 voxels]
,,0.280884 [1979 voxels],0.289311 [8826 voxels],0.306885 [6190 voxels],0.276711 [1665 voxels],0.397483 [4262 voxels],0.323956 [4819 voxels],0.378538 [18464 voxels],0.36286 [5640 voxels],0.315551 [5153 voxels],0.297445 [79800 voxels],0.282191 [4273 voxels],0.276641 [6557 voxels],0.314027 [42295 voxels],0.326051 [16349 voxels],0.398024 [3860 voxels],0.303729 [4695 voxels],0.3787 [5733 voxels],0.487819 [5822 voxels],0.31209 [13488 voxels],0.339567 [12635 voxels],0.319469 [13909 voxels],0.41881 [10811 voxels],0.352985 [21586 voxels],0.360124 [2746 voxels],0.38803 [14037 voxels],0.560854 [4974 voxels],0.501353 [2568 voxels],0.500473 [12617 voxels],0.284611 [1547 voxels],0.397767 [5553 voxels],0.362057 [5066 voxels],0.344723 [17093 voxels],0.34803 [4478 voxels],0.303245 [1821 voxels],0.319669 [8200 voxels],0.359257 [3410 voxels],0.325842 [2076 voxels],0.452756 [1349 voxels],0.395054 [2056 voxels],0.345752 [275 voxels],0.325476 [15981 voxels],0.323484 [2377 voxels],0.3166 [3846 voxels],0.371341 [21246 voxels],0.345266 [23457 voxels],0.27529 [1096 voxels]
,,0.271555 [1979 voxels],0.282481 [8826 voxels],0.281705 [6190 voxels],0.284206 [1665 voxels],0.320794 [4262 voxels],0.303619 [4819 voxels],0.36939 [18464 voxels],0.360297 [5640 voxels],0.304129 [5153 voxels],0.302406 [79800 voxels],0.283303 [4273 voxels],0.284375 [6557 voxels],0.30086 [42295 voxels],0.297705 [16349 voxels],0.362717 [3860 voxels],0.341464 [4695 voxels],0.402945 [5733 voxels],0.593742 [5822 voxels],0.326094 [13488 voxels],0.421882 [12635 voxels],0.331289 [13909 voxels],0.453419 [10811 voxels],0.35291 [21586 voxels],0.338198 [2746 voxels],0.399173 [14037 voxels],0.554623 [4974 voxels],0.522861 [2568 voxels],0.462021 [12617 voxels],0.380548 [1547 voxels],0.384749 [5553 voxels],0.353731 [5066 voxels],0.343924 [17093 voxels],0.33183 [4478 voxels],0.323097 [1821 voxels],0.326641 [8200 voxels],0.351447 [3410 voxels],0.359185 [2076 voxels],0.489108 [1349 voxels],0.384388 [2056 voxels],0.275923 [275 voxels],0.332555 [15981 voxels],0.314818 [2377 voxels],0.305422 [3846 voxels],0.364532 [21246 voxels],0.348321 [23457 voxels],0.270102 [1096 voxels]
,,0.276578 [1979 voxels],0.290977 [8826 voxels],0.319794 [6190 voxels],0.312355 [1665 voxels],0.321135 [4262 voxels],0.321624 [4819 voxels],0.375754 [18464 voxels],0.366617 [5640 voxels],0.315774 [5153 voxels],0.297262 [79800 voxels],0.31021 [4273 voxels],0.302992 [6557 voxels],0.319272 [42295 voxels],0.330142 [16349 voxels],0.409532 [3860 voxels],0.371477 [4695 voxels],0.41581 [5733 voxels],0.667532 [5822 voxels],0.332588 [13488 voxels],0.386342 [12635 voxels],0.334905 [13909 voxels],0.460157 [10811 voxels],0.37258 [21586 voxels],0.407661 [2746 voxels],0.441754 [14037 voxels],0.592212 [4974 voxels],0.526087 [2568 voxels],0.507767 [12617 voxels],0.44168 [1547 voxels],0.405787 [5553 voxels],0.379155 [5066 voxels],0.351513 [17093 voxels],0.39515 [4478 voxels],0.336903 [1821 voxels],0.351018 [8200 voxels],0.373514 [3410 voxels],0.353027 [2076 voxels],0.483603 [1349 voxels],0.387714 [2056 voxels],0.424155 [275 voxels],0.342901 [15981 voxels],0.335683 [2377 voxels],0.321617 [3846 voxels],0.38511 [21246 voxels],0.348858 [23457 voxels],0.286279 [1096 voxels]
,,0.29228 [1979 voxels],0.293407 [8826 voxels],0.307993 [6190 voxels],0.332853 [1665 voxels],0.305695 [4262 voxels],0.290034 [4819 voxels],0.375041 [18464 voxels],0.353834 [5640 voxels],0.286713 [5153 voxels],0.336926 [79800 voxels],0.301086 [4273 voxels],0.30555 [6557 voxels],0.308365 [42295 voxels],0.324293 [16349 voxels],0.378144 [3860 voxels],0.318521 [4695 voxels],0.385937 [5733 voxels],0.639087 [5822 voxels],0.356547 [13488 voxels],0.384649 [12635 voxels],0.339822 [13909 voxels],0.450115 [10811 voxels],0.354751 [21586 voxels],0.373374 [2746 voxels],0.468963 [14037 voxels],0.612511 [4974 voxels],0.542274 [2568 voxels],0.492289 [12617 voxels],0.342136 [1547 voxels],0.392101 [5553 voxels],0.364612 [5066 voxels],0.362056 [17093 voxels],0.357703 [4478 voxels],0.350037 [1821 voxels],0.355371 [8200 voxels],0.366744 [3410 voxels],0.411891 [2076 voxels],0.509448 [1349 voxels],0.38196 [2056 voxels],0.358855 [275 voxels],0.363279 [15981 voxels],0.373612 [2377 voxels],0.336586 [3846 voxels],0.393973 [21246 voxels],0.368304 [23457 voxels],0.303219 [1096 voxels]
,,0.297278 [1979 voxels],0.297909 [8826 voxels],0.289289 [6190 voxels],0.29733 [1665 voxels],0.3587 [4262 voxels],0.317538 [4819 voxels],0.372674 [18464 voxels],0.364644 [5640 voxels],0.302373 [5153 voxels],0.281881 [79800 voxels],0.290574 [4273 voxels],0.299638 [6557 voxels],0.327042 [42295 voxels],0.31815 [16349 voxels],0.421912 [3860 voxels],0.327859 [4695 voxels],0.388021 [5733 voxels],0.587281 [5822 voxels],0.303855 [13488 voxels],0.366783 [12635 voxels],0.350162 [13909 voxels],0.48048 [10811 voxels],0.383582 [21586 voxels],0.397872 [2746 voxels],0.417471 [14037 voxels],0.536218 [4974 voxels],0.586568 [2568 voxels],0.539228 [12617 voxels],0.368541 [1547 voxels],0.396437 [5553 voxels],0.394272 [5066 voxels],0.313963 [17093 voxels],0.393011 [4478 voxels],0.362531 [1821 voxels],0.365468 [8200 voxels],0.375876 [3410 voxels],0.398731 [2076 voxels],0.478895 [1349 voxels],0.385745 [2056 voxels],0.343759 [275 voxels],0.30704 [15981 voxels],0.303559 [2377 voxels],0.328474 [3846 voxels],0.361636 [21246 voxels],0.35443 [23457 voxels],0.297701 [1096 voxels]
,,0.289406 [1979 voxels],0.292588 [8826 voxels],0.293017 [6190 voxels],0.307366 [1665 voxels],0.332251 [4262 voxels],0.320908 [4819 voxels],0.398012 [18464 voxels],0.37331 [5640 voxels],0.322503 [5153 voxels],0.379316 [79800 voxels],0.301508 [4273 voxels],0.315172 [6557 voxels],0.329078 [42295 voxels],0.328647 [16349 voxels],0.429553 [3860 voxels],0.435171 [4695 voxels],0.441674 [5733 voxels],0.731008 [5822 voxels],0.416085 [13488 voxels],0.447087 [12635 voxels],0.373006 [13909 voxels],0.473566 [10811 voxels],0.383387 [21586 voxels],0.418263 [2746 voxels],0.466388 [14037 voxels],0.642055 [4974 voxels],0.507306 [2568 voxels],0.513917 [12617 voxels],0.357193 [1547 voxels],0.393019 [5553 voxels],0.377008 [5066 voxels],0.389949 [17093 voxels],0.391666 [4478 voxels],0.391848 [1821 voxels],0.374901 [8200 voxels],0.375587 [3410 voxels],0.420251 [2076 voxels],0.529645 [1349 voxels],0.383131 [2056 voxels],0.365188 [275 voxels],0.365008 [15981 voxels],0.361621 [2377 voxels],0.357595 [3846 voxels],0.400079 [21246 voxels],0.382092 [23457 voxels],0.310654 [1096 voxels]
,,0.287598 [1979 voxels],0.290809 [8826 voxels],0.297734 [6190 voxels],0.291868 [1665 voxels],0.338575 [4262 voxels],0.292222 [4819 voxels],0.362174 [18464 voxels],0.356681 [5640 voxels],0.292331 [5153 voxels],0.305411 [79800 voxels],0.285073 [4273 voxels],0.278726 [6557 voxels],0.306768 [42295 voxels],0.297656 [16349 voxels],0.376149 [3860 voxels],0.377288 [4695 voxels],0.365969 [5733 voxels],0.604316 [5822 voxels],0.332334 [13488 voxels],0.382179 [12635 voxels],0.334832 [13909 voxels],0.416517 [10811 voxels],0.340508 [21586 voxels],0.349271 [2746 voxels],0.390515 [14037 voxels],0.537169 [4974 voxels],0.453198 [2568 voxels],0.432942 [12617 voxels],0.298519 [1547 voxels],0.35837 [5553 voxels],0.351445 [5066 voxels],0.319746 [17093 voxels],0.339758 [4478 voxels],0.344471 [1821 voxels],0.364481 [8200 voxels],0.421725 [3410 voxels],0.370758 [2076 voxels],0.49539 [1349 voxels],0.40351 [2056 voxels],0.326635 [275 voxels],0.319025 [15981 voxels],0.320006 [2377 voxels],0.318654 [3846 voxels],0.362991 [21246 voxels],0.344117 [23457 voxels],0.269275 [1096 voxels]
,,0.319065 [1979 voxels],0.307577 [8826 voxels],0.28906 [6190 voxels],0.29796 [1665 voxels],0.36375 [4262 voxels],0.295728 [4819 voxels],0.383395 [18464 voxels],0.359898 [5640 voxels],0.311812 [5153 voxels],0.310103 [79800 voxels],0.300007 [4273 voxels],0.303017 [6557 voxels],0.309972 [42295 voxels],0.318837 [16349 voxels],0.373014 [3860 voxels],0.403892 [4695 voxels],0.351996 [5733 voxels],0.638511 [5822 voxels],0.311711 [13488 voxels],0.389927 [12635 voxels],0.362011 [13909 voxels],0.47642 [10811 voxels],0.3613 [21586 voxels],0.35834 [2746 voxels],0.467134 [14037 voxels],0.576001 [4974 voxels],0.521584 [2568 voxels],0.479787 [12617 voxels],0.357951 [1547 voxels],0.398039 [5553 voxels],0.366147 [5066 voxels],0.338734 [17093 voxels],0.366247 [4478 voxels],0.352007 [1821 voxels],0.362888 [8200 voxels],0.361967 [3410 voxels],0.369875 [2076 voxels],0.498162 [1349 voxels],0.375372 [2056 voxels],0.285008 [275 voxels],0.352671 [15981 voxels],0.336997 [2377 voxels],0.331169 [3846 voxels],0.368945 [21246 voxels],0.367029 [23457 voxels],0.296393 [1096 voxels]
,,0.272828 [1979 voxels],0.298162 [8826 voxels],0.29421 [6190 voxels],0.267012 [1665 voxels],0.354627 [4262 voxels],0.297455 [4819 voxels],0.351522 [18464 voxels],0.334319 [5640 voxels],0.289428 [5153 voxels],0.312965 [79800 voxels],0.28088 [4273 voxels],0.294302 [6557 voxels],0.317346 [42295 voxels],0.309132 [16349 voxels],0.358522 [3860 voxels],0.329101 [4695 voxels],0.33585 [5733 voxels],0.620274 [5822 voxels],0.324025 [13488 voxels],0.355923 [12635 voxels],0.301623 [13909 voxels],0.384701 [10811 voxels],0.331352 [21586 voxels],0.392158 [2746 voxels],0.386905 [14037 voxels],0.430814 [4974 voxels],0.481369 [2568 voxels],0.458089 [12617 voxels],0.286712 [1547 voxels],0.372306 [5553 voxels],0.35166 [5066 voxels],0.343353 [17093 voxels],0.346575 [4478 voxels],0.3228 [1821 voxels],0.309781 [8200 voxels],0.346519 [3410 voxels],0.302741 [2076 voxels],0.40742 [1349 voxels],0.341585 [2056 voxels],0.32403 [275 voxels],0.331121 [15981 voxels],0.310922 [2377 voxels],0.288055 [3846 voxels],0.334506 [21246 voxels],0.341142 [23457 voxels],0.293197 [1096 voxels]
,,0.253958 [1979 voxels],0.280692 [8826 voxels],0.286837 [6190 voxels],0.295715 [1665 voxels],0.376573 [4262 voxels],0.312138 [4819 voxels],0.36925 [18464 voxels],0.341402 [5640 voxels],0.285525 [5153 voxels],0.304371 [79800 voxels],0.262271 [4273 voxels],0.276422 [6557 voxels],0.299752 [42295 voxels],0.300657 [16349 voxels],0.377055 [3860 voxels],0.325424 [4695 voxels],0.368361 [5733 voxels],0.6507 [5822 voxels],0.308203 [13488 voxels],0.38123 [12635 voxels],0.338658 [13909 voxels],0.445277 [10811 voxels],0.339883 [21586 voxels],0.384173 [2746 voxels],0.427256 [14037 voxels],0.580532 [4974 voxels],0.479659 [2568 voxels],0.475644 [12617 voxels],0.344978 [1547 voxels],0.38753 [5553 voxels],0.37362 [5066 voxels],0.337849 [17093 voxels],0.355892 [4478 voxels],0.333268 [1821 voxels],0.336193 [8200 voxels],0.340795 [3410 voxels],0.355235 [2076 voxels],0.493632 [1349 voxels],0.374355 [2056 voxels],0.329301 [275 voxels],0.324838 [15981 voxels],0.279935 [2377 voxels],0.307444 [3846 voxels],0.36799 [21246 voxels],0.362909 [23457 voxels],0.274864 [1096 voxels]
,,0.281859 [1979 voxels],0.279059 [8826 voxels],0.322241 [6190 voxels],0.366034 [1665 voxels],0.328168 [4262 voxels],0.375945 [4819 voxels],0.393002 [18464 voxels],0.397125 [5640 voxels],0.306873 [5153 voxels],0.304038 [79800 voxels],0.303852 [4273 voxels],0.310824 [6557 voxels],0.33224 [42295 voxels],0.320416 [16349 voxels],0.437427 [3860 voxels],0.315164 [4695 voxels],0.404408 [5733 voxels],0.754637 [5822 voxels],0.342185 [13488 voxels],0.415678 [12635 voxels],0.358132 [13909 voxels],0.459954 [10811 voxels],0.380279 [21586 voxels],0.381898 [2746 voxels],0.450428 [14037 voxels],0.566664 [4974 voxels],0.540537 [2568 voxels],0.506292 [12617 voxels],0.338272 [1547 voxels],0.434674 [5553 voxels],0.432473 [5066 voxels],0.331577 [17093 voxels],0.395365 [4478 voxels],0.3281 [1821 voxels],0.371104 [8200 voxels],0.421711 [3410 voxels],0.347517 [2076 voxels],0.505582 [1349 voxels],0.402685 [2056 voxels],0.353763 [275 voxels],0.336297 [15981 voxels],0.341163 [2377 voxels],0.351156 [3846 voxels],0.385528 [21246 voxels],0.368482 [23457 voxels],0.299361 [1096 voxels]
,,0.271935 [1979 voxels],0.2647 [8826 voxels],0.271002 [6190 voxels],0.279039 [1665 voxels],0.289764 [4262 voxels],0.290618 [4819 voxels],0.342099 [18464 voxels],0.31258 [5640 voxels],0.264815 [5153 voxels],0.309785 [79800 voxels],0.258097 [4273 voxels],0.276626 [6557 voxels],0.279542 [42295 voxels],0.282916 [16349 voxels],0.335861 [3860 voxels],0.329295 [4695 voxels],0.331314 [5733 voxels],0.573903 [5822 voxels],0.326887 [13488 voxels],0.364963 [12635 voxels],0.316013 [13909 voxels],0.407687 [10811 voxels],0.294425 [21586 voxels],0.339973 [2746 voxels],0.408339 [14037 voxels],0.540362 [4974 voxels],0.424114 [2568 voxels],0.41395 [12617 voxels],0.35052 [1547 voxels],0.335306 [5553 voxels],0.32803 [5066 voxels],0.32874 [17093 voxels],0.314148 [4478 voxels],0.322045 [1821 voxels],0.324521 [8200 voxels],0.332564 [3410 voxels],0.314522 [2076 voxels],0.447715 [1349 voxels],0.36106 [2056 voxels],0.277386 [275 voxels],0.305774 [15981 voxels],0.311552 [2377 voxels],0.325742 [3846 voxels],0.347159 [21246 voxels],0.351554 [23457 voxels],0.277303 [1096 voxels]
,,0.276382 [1979 voxels],0.279526 [8826 voxels],0.280316 [6190 voxels],0.308491 [1665 voxels],0.316447 [4262 voxels],0.311086 [4819 voxels],0.374604 [18464 voxels],0.34897 [5640 voxels],0.29666 [5153 voxels],0.331153 [79800 voxels],0.270649 [4273 voxels],0.27761 [6557 voxels],0.29804 [42295 voxels],0.301371 [16349 voxels],0.412124 [3860 voxels],0.395603 [4695 voxels],0.45086 [5733 voxels],0.685416 [5822 voxels],0.400921 [13488 voxels],0.426241 [12635 voxels],0.344765 [13909 voxels],0.45961 [10811 voxels],0.348669 [21586 voxels],0.362592 [2746 voxels],0.455909 [14037 voxels],0.548663 [4974 voxels],0.495982 [2568 voxels],0.508735 [12617 voxels],0.312531 [1547 voxels],0.372012 [5553 voxels],0.37742 [5066 voxels],0.374015 [17093 voxels],0.372811 [4478 voxels],0.37518 [1821 voxels],0.346007 [8200 voxels],0.365993 [3410 voxels],0.384164 [2076 voxels],0.447199 [1349 voxels],0.336842 [2056 voxels],0.343346 [275 voxels],0.351821 [15981 voxels],0.336114 [2377 voxels],0.320312 [3846 voxels],0.382123 [21246 voxels],0.381299 [23457 voxels],0.283135 [1096 voxels]
,,0.266766 [1979 voxels],0.284904 [8826 voxels],0.289824 [6190 voxels],0.322467 [1665 voxels],0.301998 [4262 voxels],0.303712 [4819 voxels],0.377211 [18464 voxels],0.376507 [5640 voxels],0.282348 [5153 voxels],0.316485 [79800 voxels],0.291774 [4273 voxels],0.292136 [6557 voxels],0.295412 [42295 voxels],0.301795 [16349 voxels],0.366847 [3860 voxels],0.329864 [4695 voxels],0.406582 [5733 voxels],0.544941 [5822 voxels],0.359198 [13488 voxels],0.397505 [12635 voxels],0.322942 [13909 voxels],0.427989 [10811 voxels],0.334245 [21586 voxels],0.349663 [2746 voxels],0.386552 [14037 voxels],0.548176 [4974 voxels],0.52374 [2568 voxels],0.485631 [12617 voxels],0.383046 [1547 voxels],0.393225 [5553 voxels],0.380377 [5066 voxels],0.357517 [17093 voxels],0.359052 [4478 voxels],0.319481 [1821 voxels],0.332242 [8200 voxels],0.374772 [3410 voxels],0.369899 [2076 voxels],0.462681 [1349 voxels],0.383063 [2056 voxels],0.30457 [275 voxels],0.347016 [15981 voxels],0.319684 [2377 voxels],0.306993 [3846 voxels],0.357411 [21246 voxels],0.349497 [23457 voxels],0.27311 [1096 voxels]
,,0.291622 [1979 voxels],0.294171 [8826 voxels],0.289975 [6190 voxels],0.304788 [1665 voxels],0.34914 [4262 voxels],0.349431 [4819 voxels],0.385711 [18464 voxels],0.355212 [5640 voxels],0.312351 [5153 voxels],0.358995 [79800 voxels],0.288773 [4273 voxels],0.297731 [6557 voxels],0.321205 [42295 voxels],0.322938 [16349 voxels],0.410989 [3860 voxels],0.437007 [4695 voxels],0.408488 [5733 voxels],0.745892 [5822 voxels],0.40795 [13488 voxels],0.457833 [12635 voxels],0.361027 [13909 voxels],0.47576 [10811 voxels],0.372087 [21586 voxels],0.388825 [2746 voxels],0.45924 [14037 voxels],0.540878 [4974 voxels],0.563147 [2568 voxels],0.545383 [12617 voxels],0.335157 [1547 voxels],0.427482 [5553 voxels],0.418045 [5066 voxels],0.389749 [17093 voxels],0.377798 [4478 voxels],0.351501 [1821 voxels],0.36232 [8200 voxels],0.381456 [3410 voxels],0.36804 [2076 voxels],0.475279 [1349 voxels],0.386673 [2056 voxels],0.34419 [275 voxels],0.367864 [15981 voxels],0.353701 [2377 voxels],0.329294 [3846 voxels],0.384201 [21246 voxels],0.347788 [23457 voxels],0.294802 [1096 voxels]
,,0.28485 [1979 voxels],0.304809 [8826 voxels],0.301822 [6190 voxels],0.295575 [1665 voxels],0.377062 [4262 voxels],0.334399 [4819 voxels],0.390602 [18464 voxels],0.363846 [5640 voxels],0.314673 [5153 voxels],0.326923 [79800 voxels],0.313275 [4273 voxels],0.310442 [6557 voxels],0.321162 [42295 voxels],0.327792 [16349 voxels],0.370341 [3860 voxels],0.397358 [4695 voxels],0.41271 [5733 voxels],0.590948 [5822 voxels],0.343763 [13488 voxels],0.418623 [12635 voxels],0.331227 [13909 voxels],0.429846 [10811 voxels],0.344861 [21586 voxels],0.338837 [2746 voxels],0.425971 [14037 voxels],0.571184 [4974 voxels],0.433505 [2568 voxels],0.463351 [12617 voxels],0.336173 [1547 voxels],0.365605 [5553 voxels],0.353228 [5066 voxels],0.381183 [17093 voxels],0.36499 [4478 voxels],0.340953 [1821 voxels],0.337879 [8200 voxels],0.371113 [3410 voxels],0.348693 [2076 voxels],0.469305 [1349 voxels],0.37227 [2056 voxels],0.33346 [275 voxels],0.381667 [15981 voxels],0.348364 [2377 voxels],0.323672 [3846 voxels],0.388514 [21246 voxels],0.373437 [23457 voxels],0.312067 [1096 voxels]
,,0.30772 [1979 voxels],0.293322 [8826 voxels],0.278586 [6190 voxels],0.307494 [1665 voxels],0.320658 [4262 voxels],0.304947 [4819 voxels],0.375181 [18464 voxels],0.361107 [5640 voxels],0.30517 [5153 voxels],0.335152 [79800 voxels],0.30277 [4273 voxels],0.309569 [6557 voxels],0.326354 [42295 voxels],0.317726 [16349 voxels],0.393376 [3860 voxels],0.350805 [4695 voxels],0.382967 [5733 voxels],0.750391 [5822 voxels],0.36036 [13488 voxels],0.416259 [12635 voxels],0.343636 [13909 voxels],0.458118 [10811 voxels],0.348956 [21586 voxels],0.354001 [2746 voxels],0.495433 [14037 voxels],0.660382 [4974 voxels],0.509602 [2568 voxels],0.484448 [12617 voxels],0.3867 [1547 voxels],0.410302 [5553 voxels],0.380208 [5066 voxels],0.332559 [17093 voxels],0.368007 [4478 voxels],0.357107 [1821 voxels],0.346787 [8200 voxels],0.378489 [3410 voxels],0.353699 [2076 voxels],0.484813 [1349 voxels],0.367968 [2056 voxels],0.366304 [275 voxels],0.329319 [15981 voxels],0.326927 [2377 voxels],0.302422 [3846 voxels],0.364949 [21246 voxels],0.421302 [23457 voxels],0.303322 [1096 voxels]
,,0.272587 [1979 voxels],0.298969 [8826 voxels],0.288791 [6190 voxels],0.25483 [1665 voxels],0.432307 [4262 voxels],0.306051 [4819 voxels],0.369258 [18464 voxels],0.363935 [5640 voxels],0.298172 [5153 voxels],0.321497 [79800 voxels],0.290193 [4273 voxels],0.289614 [6557 voxels],0.291793 [42295 voxels],0.290709 [16349 voxels],0.410089 [3860 voxels],0.488357 [4695 voxels],0.405045 [5733 voxels],0.753018 [5822 voxels],0.364805 [13488 voxels],0.443359 [12635 voxels],0.374743 [13909 voxels],0.514221 [10811 voxels],0.378127 [21586 voxels],0.332816 [2746 voxels],0.491831 [14037 voxels],0.644133 [4974 voxels],0.698054 [2568 voxels],0.559288 [12617 voxels],0.347357 [1547 voxels],0.487261 [5553 voxels],0.40184 [5066 voxels],0.365527 [17093 voxels],0.373648 [4478 voxels],0.382167 [1821 voxels],0.391402 [8200 voxels],0.384488 [3410 voxels],0.420516 [2076 voxels],0.564716 [1349 voxels],0.403689 [2056 voxels],0.340302 [275 voxels],0.357311 [15981 voxels],0.339857 [2377 voxels],0.35067 [3846 voxels],0.383078 [21246 voxels],0.369596 [23457 voxels],0.274177 [1096 voxels]
