,,0.350426 [1979 voxels],0.361871 [8826 voxels],0.365516 [6190 voxels],0.405535 [1665 voxels],0.378043 [4262 voxels],0.363415 [4819 voxels],0.37178 [18464 voxels],0.387273 [5640 voxels],0.341041 [5153 voxels],0.382369 [79800 voxels],0.368862 [4273 voxels],0.355325 [6557 voxels],0.39555 [42295 voxels],0.399562 [16349 voxels],0.493068 [3860 voxels],0.3974 [4695 voxels],0.446963 [5733 voxels],0.576226 [5822 voxels],0.419453 [13488 voxels],0.470281 [12635 voxels],0.418151 [13909 voxels],0.49138 [10811 voxels],0.418861 [21586 voxels],0.423828 [2746 voxels],0.460102 [14037 voxels],0.573111 [4974 voxels],0.506551 [2568 voxels],0.545594 [12617 voxels],0.436024 [1547 voxels],0.462897 [5553 voxels],0.45279 [5066 voxels],0.378277 [17093 voxels],0.408722 [4478 voxels],0.448802 [1821 voxels],0.442419 [8200 voxels],0.450199 [3410 voxels],0.477586 [2076 voxels],0.498054 [1349 voxels],0.464112 [2056 voxels],0.517449 [275 voxels],0.36449 [15981 voxels],0.384624 [2377 voxels],0.393427 [3846 voxels],0.389985 [21246 voxels],0.428125 [23457 voxels],0.410261 [1096 voxels]
,,0.372938 [1979 voxels],0.390615 [8826 voxels],0.39765 [6190 voxels],0.434963 [1665 voxels],0.364288 [4262 voxels],0.402267 [4819 voxels],0.366801 [18464 voxels],0.394272 [5640 voxels],0.36837 [5153 voxels],0.436889 [79800 voxels],0.373019 [4273 voxels],0.35742 [6557 voxels],0.397233 [42295 voxels],0.400407 [16349 voxels],0.516526 [3860 voxels],0.460679 [4695 voxels],0.48474 [5733 voxels],0.58635 [5822 voxels],0.509125 [13488 voxels],0.472121 [12635 voxels],0.428564 [13909 voxels],0.477573 [10811 voxels],0.45031 [21586 voxels],0.399303 [2746 voxels],0.463019 [14037 voxels],0.554695 [4974 voxels],0.525095 [2568 voxels],0.507507 [12617 voxels],0.465617 [1547 voxels],0.487041 [5553 voxels],0.467019 [5066 voxels],0.417513 [17093 voxels],0.412681 [4478 voxels],0.469559 [1821 voxels],0.474109 [8200 voxels],0.465817 [3410 voxels],0.508787 [2076 voxels],0.533559 [1349 voxels],0.481376 [2056 voxels],0.575348 [275 voxels],0.401208 [15981 voxels],0.414813 [2377 voxels],0.367038 [3846 voxels],0.419706 [21246 voxels],0.44198 [23457 voxels],0.438833 [1096 voxels]
,,0.37186 [1979 voxels],0.393938 [8826 voxels],0.377783 [6190 voxels],0.413446 [1665 voxels],0.376046 [4262 voxels],0.373788 [4819 voxels],0.382248 [18464 voxels],0.413051 [5640 voxels],0.370506 [5153 voxels],0.433087 [79800 voxels],0.352041 [4273 voxels],0.377807 [6557 voxels],0.402297 [42295 voxels],0.405326 [16349 voxels],0.535106 [3860 voxels],0.501312 [4695 voxels],0.508419 [5733 voxels],0.604164 [5822 voxels],0.490813 [13488 voxels],0.50993 [12635 voxels],0.41127 [13909 voxels],0.505833 [10811 voxels],0.472412 [21586 voxels],0.436059 [2746 voxels],0.476725 [14037 voxels],0.526311 [4974 voxels],0.513305 [2568 voxels],0.530898 [12617 voxels],0.46015 [1547 voxels],0.466911 [5553 voxels],0.462044 [5066 voxels],0.443629 [17093 voxels],0.417244 [4478 voxels],0.447249 [1821 voxels],0.478354 [8200 voxels],0.449994 [3410 voxels],0.517627 [2076 voxels],0.520037 [1349 voxels],0.484911 [2056 voxels],0.508012 [275 voxels],0.417612 [15981 voxels],0.402754 [2377 voxels],0.364114 [3846 voxels],0.425627 [21246 voxels],0.446146 [23457 voxels],0.401506 [1096 voxels]
,,0.390149 [1979 voxels],0.400039 [8826 voxels],0.373718 [6190 voxels],0.400707 [1665 voxels],0.391595 [4262 voxels],0.361724 [4819 voxels],0.389791 [18464 voxels],0.358317 [5640 voxels],0.387958 [5153 voxels],0.456593 [79800 voxels],0.385821 [4273 voxels],0.396912 [6557 voxels],0.402996 [42295 voxels],0.404067 [16349 voxels],0.508571 [3860 voxels],0.475571 [4695 voxels],0.489616 [5733 voxels],0.544396 [5822 voxels],0.48954 [13488 voxels],0.474083 [12635 voxels],0.416877 [13909 voxels],0.503515 [10811 voxels],0.45314 [21586 voxels],0.447827 [2746 voxels],0.467383 [14037 voxels],0.593661 [4974 voxels],0.47089 [2568 voxels],0.529769 [12617 voxels],0.439744 [1547 voxels],0.436844 [5553 voxels],0.439067 [5066 voxels],0.436096 [17093 voxels],0.409742 [4478 voxels],0.479947 [1821 voxels],0.465981 [8200 voxels],0.461268 [3410 voxels],0.480476 [2076 voxels],0.500799 [1349 voxels],0.452455 [2056 voxels],0.541776 [275 voxels],0.413778 [15981 voxels],0.38476 [2377 voxels],0.361244 [3846 voxels],0.407224 [21246 voxels],0.471706 [23457 voxels],0.426436 [1096 voxels]
,,0.369672 [1979 voxels],0.38436 [8826 voxels],0.379123 [6190 voxels],0.422286 [1665 voxels],0.405834 [4262 voxels],0.383935 [4819 voxels],0.355859 [18464 voxels],0.342213 [5640 voxels],0.366259 [5153 voxels],0.434115 [79800 voxels],0.381738 [4273 voxels],0.388826 [6557 voxels],0.391926 [42295 voxels],0.395132 [16349 voxels],0.491943 [3860 voxels],0.462566 [4695 voxels],0.516802 [5733 voxels],0.564939 [5822 voxels],0.479448 [13488 voxels],0.476046 [12635 voxels],0.412468 [13909 voxels],0.495437 [10811 voxels],0.456484 [21586 voxels],0.450535 [2746 voxels],0.446915 [14037 voxels],0.514925 [4974 voxels],0.530535 [2568 voxels],0.525851 [12617 voxels],0.407183 [1547 voxels],0.453545 [5553 voxels],0.434153 [5066 voxels],0.42462 [17093 voxels],0.399653 [4478 voxels],0.47933 [1821 voxels],0.437334 [8200 voxels],0.455612 [3410 voxels],0.499749 [2076 voxels],0.51007 [1349 voxels],0.456451 [2056 voxels],0.515136 [275 voxels],0.38138 [15981 voxels],0.373864 [2377 voxels],0.37568 [3846 voxels],0.408238 [21246 voxels],0.447257 [23457 voxels],0.404964 [1096 voxels]
,,0.352073 [1979 voxels],0.368077 [8826 voxels],0.389417 [6190 voxels],0.380624 [1665 voxels],0.372301 [4262 voxels],0.375896 [4819 voxels],0.382091 [18464 voxels],0.369435 [5640 voxels],0.362453 [5153 voxels],0.395042 [79800 voxels],0.373751 [4273 voxels],0.397322 [6557 voxels],0.385238 [42295 voxels],0.385417 [16349 voxels],0.46653 [3860 voxels],0.421078 [4695 voxels],0.452532 [5733 voxels],0.521485 [5822 voxels],0.421329 [13488 voxels],0.437214 [12635 voxels],0.385915 [13909 voxels],0.464074 [10811 voxels],0.431806 [21586 voxels],0.443906 [2746 voxels],0.433948 [14037 voxels],0.512898 [4974 voxels],0.5008 [2568 voxels],0.508092 [12617 voxels],0.400163 [1547 voxels],0.443726 [5553 voxels],0.44422 [5066 voxels],0.39393 [17093 voxels],0.416444 [4478 voxels],0.435313 [1821 voxels],0.446915 [8200 voxels],0.448372 [3410 voxels],0.461978 [2076 voxels],0.485409 [1349 voxels],0.466894 [2056 voxels],0.569819 [275 voxels],0.374764 [15981 voxels],0.355638 [2377 voxels],0.334541 [3846 voxels],0.403194 [21246 voxels],0.417581 [23457 voxels],0.36034 [1096 voxels]
,,0.385765 [1979 voxels],0.400267 [8826 voxels],0.426449 [6190 voxels],0.401104 [1665 voxels],0.416333 [4262 voxels],0.41118 [4819 voxels],0.411006 [18464 voxels],0.360709 [5640 voxels],0.376988 [5153 voxels],0.442846 [79800 voxels],0.384606 [4273 voxels],0.394981 [6557 voxels],0.409387 [42295 voxels],0.419726 [16349 voxels],0.482765 [3860 voxels],0.498956 [4695 voxels],0.52462 [5733 voxels],0.586843 [5822 voxels],0.483916 [13488 voxels],0.496654 [12635 voxels],0.428939 [13909 voxels],0.519976 [10811 voxels],0.464007 [21586 voxels],0.463712 [2746 voxels],0.480038 [14037 voxels],0.529731 [4974 voxels],0.520678 [2568 voxels],0.54121 [12617 voxels],0.437806 [1547 voxels],0.47754 [5553 voxels],0.482245 [5066 voxels],0.436139 [17093 voxels],0.449629 [4478 voxels],0.4688 [1821 voxels],0.476357 [8200 voxels],0.48749 [3410 voxels],0.513226 [2076 voxels],0.552804 [1349 voxels],0.495793 [2056 voxels],0.563708 [275 voxels],0.411602 [15981 voxels],0.430796 [2377 voxels],0.383667 [3846 voxels],0.428853 [21246 voxels],0.455314 [23457 voxels],0.418536 [1096 voxels]
,,0.411042 [1979 voxels],0.388231 [8826 voxels],0.359818 [6190 voxels],0.415506 [1665 voxels],0.389624 [4262 voxels],0.374218 [4819 voxels],0.367009 [18464 voxels],0.376446 [5640 voxels],0.354627 [5153 voxels],0.396812 [79800 voxels],0.337665 [4273 voxels],0.380528 [6557 voxels],0.387928 [42295 voxels],0.397595 [16349 voxels],0.489476 [3860 voxels],0.487108 [4695 voxels],0.457629 [5733 voxels],0.595394 [5822 voxels],0.450923 [13488 voxels],0.475022 [12635 voxels],0.415184 [13909 voxels],0.500238 [10811 voxels],0.454715 [21586 voxels],0.420014 [2746 voxels],0.453314 [14037 voxels],0.543739 [4974 voxels],0.493588 [2568 voxels],0.519759 [12617 voxels],0.432125 [1547 voxels],0.440324 [5553 voxels],0.482685 [5066 voxels],0.398465 [17093 voxels],0.430746 [4478 voxels],0.445897 [1821 voxels],0.453798 [8200 voxels],0.490035 [3410 voxels],0.503478 [2076 voxels],0.534137 [1349 voxels],0.482446 [2056 voxels],0.523417 [275 voxels],0.355858 [15981 voxels],0.349731 [2377 voxels],0.340726 [3846 voxels],0.401061 [21246 voxels],0.425046 [23457 voxels],0.390092 [1096 voxels]
,,0.366 [1979 voxels],0.397808 [8826 voxels],0.354261 [6190 voxels],0.470087 [1665 voxels],0.387045 [4262 voxels],0.410937 [4819 voxels],0.39098 [18464 voxels],0.353061 [5640 voxels],0.411187 [5153 voxels],0.44628 [79800 voxels],0.366557 [4273 voxels],0.397782 [6557 voxels],0.399273 [42295 voxels],0.391999 [16349 voxels],0.479407 [3860 voxels],0.460209 [4695 voxels],0.502863 [5733 voxels],0.581135 [5822 voxels],0.494341 [13488 voxels],0.485245 [12635 voxels],0.44119 [13909 voxels],0.484764 [10811 voxels],0.444156 [21586 voxels],0.418491 [2746 voxels],0.468409 [14037 voxels],0.562906 [4974 voxels],0.497712 [2568 voxels],0.528984 [12617 voxels],0.44414 [1547 voxels],0.424294 [5553 voxels],0.434779 [5066 voxels],0.425743 [17093 voxels],0.393821 [4478 voxels],0.465211 [1821 voxels],0.478137 [8200 voxels],0.476903 [3410 voxels],0.529198 [2076 voxels],0.521127 [1349 voxels],0.482501 [2056 voxels],0.534036 [275 voxels],0.384604 [15981 voxels],0.376028 [2377 voxels],0.412448 [3846 voxels],0.42118 [21246 voxels],0.489194 [23457 voxels],0.414659 [1096 voxels]
,,0.357286 [1979 voxels],0.398484 [8826 voxels],0.418638 [6190 voxels],0.419036 [1665 voxels],0.428572 [4262 voxels],0.371734 [4819 voxels],0.388397 [18464 voxels],0.360666 [5640 voxels],0.398989 [5153 voxels],0.426973 [79800 voxels],0.398411 [4273 voxels],0.381189 [6557 voxels],0.41904 [42295 voxels],0.402906 [16349 voxels],0.516157 [3860 voxels],0.493257 [4695 voxels],0.514597 [5733 voxels],0.585372 [5822 voxels],0.467581 [13488 voxels],0.479265 [12635 voxels],0.44139 [13909 voxels],0.536154 [10811 voxels],0.483273 [21586 voxels],0.476434 [2746 voxels],0.466268 [14037 voxels],0.554984 [4974 voxels],0.529423 [2568 voxels],0.576147 [12617 voxels],0.450911 [1547 voxels],0.492306 [5553 voxels],0.481555 [5066 voxels],0.432097 [17093 voxels],0.427052 [4478 voxels],0.499042 [1821 voxels],0.4807 [8200 voxels],0.483485 [3410 voxels],0.533175 [2076 voxels],0.543468 [1349 voxels],0.508758 [2056 voxels],0.624086 [275 voxels],0.410341 [15981 voxels],0.401809 [2377 voxels],0.382303 [3846 voxels],0.419729 [21246 voxels],0.43657 [23457 voxels],0.412547 [1096 voxels]
,,0.421649 [1979 voxels],0.414676 [8826 voxels],0.410501 [6190 voxels],0.414881 [1665 voxels],0.388518 [4262 voxels],0.382173 [4819 voxels],0.406599 [18464 voxels],0.38246 [5640 voxels],0.39774 [5153 voxels],0.475071 [79800 voxels],0.397914 [4273 voxels],0.397121 [6557 voxels],0.428654 [42295 voxels],0.408626 [16349 voxels],0.53557 [3860 voxels],0.557781 [4695 voxels],0.534744 [5733 voxels],0.638239 [5822 voxels],0.514316 [13488 voxels],0.516382 [12635 voxels],0.463273 [13909 voxels],0.55039 [10811 voxels],0.501307 [21586 voxels],0.408206 [2746 voxels],0.505244 [14037 voxels],0.572996 [4974 voxels],0.500311 [2568 voxels],0.540431 [12617 voxels],0.462291 [1547 voxels],0.44633 [5553 voxels],0.482673 [5066 voxels],0.467294 [17093 voxels],0.437384 [4478 voxels],0.505057 [1821 voxels],0.487469 [8200 voxels],0.523092 [3410 voxels],0.557627 [2076 voxels],0.550948 [1349 voxels],0.477571 [2056 voxels],0.567895 [275 voxels],0.425026 [15981 voxels],0.436814 [2377 voxels],0.416137 [3846 voxels],0.443386 [21246 voxels],0.468088 [23457 voxels],0.429913 [1096 voxels]
,,0.385592 [1979 voxels],0.406402 [8826 voxels],0.391006 [6190 voxels],0.423599 [1665 voxels],0.385941 [4262 voxels],0.377966 [4819 voxels],0.388763 [18464 voxels],0.352509 [5640 voxels],0.382532 [5153 voxels],0.429835 [79800 voxels],0.388335 [4273 voxels],0.409332 [6557 voxels],0.406395 [42295 voxels],0.410684 [16349 voxels],0.491424 [3860 voxels],0.499693 [4695 voxels],0.467948 [5733 voxels],0.575741 [5822 voxels],0.467946 [13488 voxels],0.468954 [12635 voxels],0.421401 [13909 voxels],0.48435 [10811 voxels],0.444537 [21586 voxels],0.480284 [2746 voxels],0.461323 [14037 voxels],0.533309 [4974 voxels],0.48837 [2568 voxels],0.496687 [12617 voxels],0.441464 [1547 voxels],0.444049 [5553 voxels],0.439126 [5066 voxels],0.406358 [17093 voxels],0.423666 [4478 voxels],0.468639 [1821 voxels],0.478642 [8200 voxels],0.509778 [3410 voxels],0.49091 [2076 voxels],0.542469 [1349 voxels],0.490666 [2056 voxels],0.53959 [275 voxels],0.419991 [15981 voxels],0.37862 [2377 voxels],0.357159 [3846 voxels],0.416265 [21246 voxels],0.441397 [23457 voxels],0.392494 [1096 voxels]
,,0.402671 [1979 voxels],0.408764 [8826 voxels],0.411218 [6190 voxels],0.39631 [1665 voxels],0.409352 [4262 voxels],0.365815 [4819 voxels],0.395587 [18464 voxels],0.364093 [5640 voxels],0.353021 [5153 voxels],0.437594 [79800 voxels],0.376898 [4273 voxels],0.386646 [6557 voxels],0.435756 [42295 voxels],0.407261 [16349 voxels],0.473714 [3860 voxels],0.513698 [4695 voxels],0.531849 [5733 voxels],0.58121 [5822 voxels],0.486822 [13488 voxels],0.481982 [12635 voxels],0.423189 [13909 voxels],0.507489 [10811 voxels],0.471748 [21586 voxels],0.4556 [2746 voxels],0.475645 [14037 voxels],0.493475 [4974 voxels],0.485278 [2568 voxels],0.522043 [12617 voxels],0.429036 [1547 voxels],0.436839 [5553 voxels],0.426656 [5066 voxels],0.41092 [17093 voxels],0.429625 [4478 voxels],0.441477 [1821 voxels],0.461165 [8200 voxels],0.490764 [3410 voxels],0.506843 [2076 voxels],0.561316 [1349 voxels],0.506226 [2056 voxels],0.644252 [275 voxels],0.387693 [15981 voxels],0.375955 [2377 voxels],0.356526 [3846 voxels],0.421458 [21246 voxels],0.464532 [23457 voxels],0.355199 [1096 voxels]
,,0.39433 [1979 voxels],0.382157 [8826 voxels],0.371656 [6190 voxels],0.419077 [1665 voxels],0.401514 [4262 voxels],0.362151 [4819 voxels],0.358515 [18464 voxels],0.357131 [5640 voxels],0.366044 [5153 voxels],0.420798 [79800 voxels],0.360719 [4273 voxels],0.375924 [6557 voxels],0.392166 [42295 voxels],0.386701 [16349 voxels],0.481117 [3860 voxels],0.465228 [4695 voxels],0.519956 [5733 voxels],0.590465 [5822 voxels],0.457604 [13488 voxels],0.459312 [12635 voxels],0.401122 [13909 voxels],0.455022 [10811 voxels],0.42042 [21586 voxels],0.400432 [2746 voxels],0.46564 [14037 voxels],0.482331 [4974 voxels],0.471604 [2568 voxels],0.49649 [12617 voxels],0.369868 [1547 voxels],0.435335 [5553 voxels],0.410176 [5066 voxels],0.407958 [17093 voxels],0.386409 [4478 voxels],0.432607 [1821 voxels],0.441369 [8200 voxels],0.439904 [3410 voxels],0.475554 [2076 voxels],0.544781 [1349 voxels],0.46985 [2056 voxels],0.471933 [275 voxels],0.38187 [15981 voxels],0.403558 [2377 voxels],0.348721 [3846 voxels],0.419956 [21246 voxels],0.43237 [23457 voxels],0.388211 [1096 voxels]
,,0.390331 [1979 voxels],0.387193 [8826 voxels],0.410699 [6190 voxels],0.42266 [1665 voxels],0.36921 [4262 voxels],0.384086 [4819 voxels],0.3722 [18464 voxels],0.373182 [5640 voxels],0.371455 [5153 voxels],0.419987 [79800 voxels],0.386115 [4273 voxels],0.428645 [6557 voxels],0.402419 [42295 voxels],0.411925 [16349 voxels],0.531085 [3860 voxels],0.490166 [4695 voxels],0.535579 [5733 voxels],0.601881 [5822 voxels],0.516183 [13488 voxels],0.484792 [12635 voxels],0.441647 [13909 voxels],0.503059 [10811 voxels],0.457779 [21586 voxels],0.457985 [2746 voxels],0.484091 [14037 voxels],0.549044 [4974 voxels],0.515408 [2568 voxels],0.560412 [12617 voxels],0.49283 [1547 voxels],0.449757 [5553 voxels],0.472721 [5066 voxels],0.423906 [17093 voxels],0.413472 [4478 voxels],0.444424 [1821 voxels],0.468048 [8200 voxels],0.459785 [3410 voxels],0.521549 [2076 voxels],0.562714 [1349 voxels],0.478902 [2056 voxels],0.576543 [275 voxels],0.407713 [15981 voxels],0.423699 [2377 voxels],0.362663 [3846 voxels],0.413539 [21246 voxels],0.475408 [23457 voxels],0.379661 [1096 voxels]
,,0.402572 [1979 voxels],0.435535 [8826 voxels],0.405531 [6190 voxels],0.436206 [1665 voxels],0.402549 [4262 voxels],0.410261 [4819 voxels],0.37767 [18464 voxels],0.372673 [5640 voxels],0.391594 [5153 voxels],0.437756 [79800 voxels],0.382794 [4273 voxels],0.431814 [6557 voxels],0.410716 [42295 voxels],0.400245 [16349 voxels],0.479382 [3860 voxels],0.479904 [4695 voxels],0.527665 [5733 voxels],0.634931 [5822 voxels],0.477145 [13488 voxels],0.485155 [12635 voxels],0.448514 [13909 voxels],0.532603 [10811 voxels],0.483945 [21586 voxels],0.468436 [2746 voxels],0.503269 [14037 voxels],0.535502 [4974 voxels],0.54249 [2568 voxels],0.539637 [12617 voxels],0.457193 [1547 voxels],0.454842 [5553 voxels],0.496858 [5066 voxels],0.431434 [17093 voxels],0.431952 [4478 voxels],0.48224 [1821 voxels],0.489141 [8200 voxels],0.499589 [3410 voxels],0.510105 [2076 voxels],0.511806 [1349 voxels],0.510534 [2056 voxels],0.552564 [275 voxels],0.412292 [15981 voxels],0.415002 [2377 voxels],0.343455 [3846 voxels],0.412583 [21246 voxels],0.48137 [23457 voxels],0.434395 [1096 voxels]
,,0.386023 [1979 voxels],0.406195 [8826 voxels],0.392744 [6190 voxels],0.396083 [1665 voxels],0.392206 [4262 voxels],0.368037 [4819 voxels],0.381342 [18464 voxels],0.370787 [5640 voxels],0.379712 [5153 voxels],0.433491 [79800 voxels],0.372619 [4273 voxels],0.385216 [6557 voxels],0.385921 [42295 voxels],0.384759 [16349 voxels],0.485737 [3860 voxels],0.471669 [4695 voxels],0.543134 [5733 voxels],0.556571 [5822 voxels],0.515889 [13488 voxels],0.496018 [12635 voxels],0.421043 [13909 voxels],0.495116 [10811 voxels],0.448723 [21586 voxels],0.439725 [2746 voxels],0.458448 [14037 voxels],0.539117 [4974 voxels],0.517598 [2568 voxels],0.507319 [12617 voxels],0.467553 [1547 voxels],0.434147 [5553 voxels],0.435566 [5066 voxels],0.410282 [17093 voxels],0.40161 [4478 voxels],0.434471 [1821 voxels],0.461396 [8200 voxels],0.432287 [3410 voxels],0.544038 [2076 voxels],0.51762 [1349 voxels],0.463311 [2056 voxels],0.60087 [275 voxels],0.392721 [15981 voxels],0.395831 [2377 voxels],0.317221 [3846 voxels],0.423631 [21246 voxels],0.465973 [23457 voxels],0.406338 [1096 voxels]
,,0.372021 [1979 voxels],0.400929 [8826 voxels],0.373757 [6190 voxels],0.406182 [1665 voxels],0.381527 [4262 voxels],0.393197 [4819 voxels],0.376973 [18464 voxels],0.36562 [5640 voxels],0.372414 [5153 voxels],0.446207 [79800 voxels],0.386505 [4273 voxels],0.402065 [6557 voxels],0.393821 [42295 voxels],0.392326 [16349 voxels],0.489142 [3860 voxels],0.491786 [4695 voxels],0.5143 [5733 voxels],0.61319 [5822 voxels],0.506118 [13488 voxels],0.522266 [12635 voxels],0.438758 [13909 voxels],0.514293 [10811 voxels],0.454401 [21586 voxels],0.437866 [2746 voxels],0.484665 [14037 voxels],0.565277 [4974 voxels],0.518979 [2568 voxels],0.532442 [12617 voxels],0.441336 [1547 voxels],0.452187 [5553 voxels],0.455647 [5066 voxels],0.451645 [17093 voxels],0.419672 [4478 voxels],0.481083 [1821 voxels],0.470837 [8200 voxels],0.47315 [3410 voxels],0.522663 [2076 voxels],0.502571 [1349 voxels],0.473934 [2056 voxels],0.520544 [275 voxels],0.403956 [15981 voxels],0.388753 [2377 voxels],0.372995 [3846 voxels],0.403122 [21246 voxels],0.445573 [23457 voxels],0.404227 [1096 voxels]
,,0.410356 [1979 voxels],0.373073 [8826 voxels],0.408564 [6190 voxels],0.402651 [1665 voxels],0.369744 [4262 voxels],0.390375 [4819 voxels],0.375494 [18464 voxels],0.343865 [5640 voxels],0.400858 [5153 voxels],0.427759 [79800 voxels],0.399913 [4273 voxels],0.384521 [6557 voxels],0.399154 [42295 voxels],0.40838 [16349 voxels],0.497124 [3860 voxels],0.476651 [4695 voxels],0.491182 [5733 voxels],0.532332 [5822 voxels],0.483065 [13488 voxels],0.482078 [12635 voxels],0.413934 [13909 voxels],0.506206 [10811 voxels],0.459711 [21586 voxels],0.400538 [2746 voxels],0.458967 [14037 voxels],0.534669 [4974 voxels],0.499666 [2568 voxels],0.521023 [12617 voxels],0.455775 [1547 voxels],0.460023 [5553 voxels],0.470358 [5066 voxels],0.429934 [17093 voxels],0.424445 [4478 voxels],0.452056 [1821 voxels],0.46355 [8200 voxels],0.500604 [3410 voxels],0.488607 [2076 voxels],0.525834 [1349 voxels],0.497818 [2056 voxels],0.530882 [275 voxels],0.394674 [15981 voxels],0.381566 [2377 voxels],0.341685 [3846 voxels],0.425854 [21246 voxels],0.44949 [23457 voxels],0.404588 [1096 voxels]
,,0.386362 [1979 voxels],0.395469 [8826 voxels],0.437045 [6190 voxels],0.388352 [1665 voxels],0.395269 [4262 voxels],0.395024 [4819 voxels],0.39538 [18464 voxels],0.389545 [5640 voxels],0.400933 [5153 voxels],0.473472 [79800 voxels],0.395027 [4273 voxels],0.427066 [6557 voxels],0.429245 [42295 voxels],0.424381 [16349 voxels],0.491201 [3860 voxels],0.548634 [4695 voxels],0.577085 [5733 voxels],0.646188 [5822 voxels],0.535097 [13488 voxels],0.524333 [12635 voxels],0.444813 [13909 voxels],0.547102 [10811 voxels],0.498129 [21586 voxels],0.478659 [2746 voxels],0.487893 [14037 voxels],0.571622 [4974 voxels],0.595056 [2568 voxels],0.524354 [12617 voxels],0.431464 [1547 voxels],0.493677 [5553 voxels],0.475417 [5066 voxels],0.448767 [17093 voxels],0.435336 [4478 voxels],0.45089 [1821 voxels],0.474224 [8200 voxels],0.477128 [3410 voxels],0.497499 [2076 voxels],0.556947 [1349 voxels],0.485659 [2056 voxels],0.542359 [275 voxels],0.410478 [15981 voxels],0.39067 [2377 voxels],0.376299 [3846 voxels],0.450429 [21246 voxels],0.463021 [23457 voxels],0.421364 [1096 voxels]
,,0.37702 [1979 voxels],0.376754 [8826 voxels],0.387287 [6190 voxels],0.43678 [1665 voxels],0.350524 [4262 voxels],0.393499 [4819 voxels],0.369754 [18464 voxels],0.372702 [5640 voxels],0.340066 [5153 voxels],0.434533 [79800 voxels],0.374717 [4273 voxels],0.384223 [6557 voxels],0.391059 [42295 voxels],0.390191 [16349 voxels],0.483137 [3860 voxels],0.502633 [4695 voxels],0.521819 [5733 voxels],0.575669 [5822 voxels],0.470978 [13488 voxels],0.476128 [12635 voxels],0.422756 [13909 voxels],0.469017 [10811 voxels],0.450338 [21586 voxels],0.44541 [2746 voxels],0.468755 [14037 voxels],0.563636 [4974 voxels],0.484355 [2568 voxels],0.511072 [12617 voxels],0.415416 [1547 voxels],0.434901 [5553 voxels],0.44326 [5066 voxels],0.426425 [17093 voxels],0.416072 [4478 voxels],0.45713 [1821 voxels],0.475672 [8200 voxels],0.480543 [3410 voxels],0.511051 [2076 voxels],0.515609 [1349 voxels],0.5051 [2056 voxels],0.51436 [275 voxels],0.390816 [15981 voxels],0.383948 [2377 voxels],0.352879 [3846 voxels],0.420954 [21246 voxels],0.466168 [23457 voxels],0.359658 [1096 voxels]
,,0.319796 [1979 voxels],0.371585 [8826 voxels],0.398886 [6190 voxels],0.396973 [1665 voxels],0.375458 [4262 voxels],0.362584 [4819 voxels],0.40176 [18464 voxels],0.380155 [5640 voxels],0.361234 [5153 voxels],0.43563 [79800 voxels],0.35979 [4273 voxels],0.371135 [6557 voxels],0.415238 [42295 voxels],0.398304 [16349 voxels],0.526733 [3860 voxels],0.481735 [4695 voxels],0.541274 [5733 voxels],0.639271 [5822 voxels],0.506168 [13488 voxels],0.498332 [12635 voxels],0.436477 [13909 voxels],0.528072 [10811 voxels],0.47723 [21586 voxels],0.471008 [2746 voxels],0.502992 [14037 voxels],0.578211 [4974 voxels],0.529074 [2568 voxels],0.577998 [12617 voxels],0.453192 [1547 voxels],0.452299 [5553 voxels],0.481173 [5066 voxels],0.421131 [17093 voxels],0.421758 [4478 voxels],0.470311 [1821 voxels],0.474553 [8200 voxels],0.489602 [3410 voxels],0.512065 [2076 voxels],0.531109 [1349 voxels],0.506813 [2056 voxels],0.589756 [275 voxels],0.38968 [15981 voxels],0.376594 [2377 voxels],0.375165 [3846 voxels],0.431843 [21246 voxels],0.456108 [23457 voxels],0.416556 [1096 voxels]
,,0.402081 [1979 voxels],0.413541 [8826 voxels],0.39247 [6190 voxels],0.440445 [1665 voxels],0.477623 [4262 voxels],0.417475 [4819 voxels],0.38667 [18464 voxels],0.353062 [5640 voxels],0.399808 [5153 voxels],0.458804 [79800 voxels],0.393214 [4273 voxels],0.416763 [6557 voxels],0.411216 [42295 voxels],0.398413 [16349 voxels],0.519808 [3860 voxels],0.578278 [4695 voxels],0.515793 [5733 voxels],0.648677 [5822 voxels],0.525166 [13488 voxels],0.51196 [12635 voxels],0.490734 [13909 voxels],0.554265 [10811 voxels],0.492848 [21586 voxels],0.469383 [2746 voxels],0.546666 [14037 voxels],0.609984 [4974 voxels],0.646014 [2568 voxels],0.580669 [12617 voxels],0.517509 [1547 voxels],0.533057 [5553 voxels],0.527544 [5066 voxels],0.426518 [17093 voxels],0.445865 [4478 voxels],0.487875 [1821 voxels],0.511546 [8200 voxels],0.517098 [3410 voxels],0.563063 [2076 voxels],0.568968 [1349 voxels],0.504535 [2056 voxels],0.542664 [275 voxels],0.40745 [15981 voxels],0.436613 [2377 voxels],0.372644 [3846 voxels],0.452944 [21246 voxels],0.493691 [23457 voxels],0.451567 [1096 voxels]
