,,0.367175 [1979 voxels],0.401996 [8826 voxels],0.392344 [6190 voxels],0.418043 [1665 voxels],0.400047 [4262 voxels],0.376525 [4819 voxels],0.395602 [18464 voxels],0.343694 [5640 voxels],0.373362 [5153 voxels],0.451667 [79800 voxels],0.387073 [4273 voxels],0.393896 [6557 voxels],0.382157 [42295 voxels],0.39055 [16349 voxels],0.499829 [3860 voxels],0.5482 [4695 voxels],0.527374 [5733 voxels],0.582919 [5822 voxels],0.500743 [13488 voxels],0.494107 [12635 voxels],0.423168 [13909 voxels],0.479823 [10811 voxels],0.43981 [21586 voxels],0.400124 [2746 voxels],0.465438 [14037 voxels],0.518997 [4974 voxels],0.496816 [2568 voxels],0.520419 [12617 voxels],0.39356 [1547 voxels],0.470956 [5553 voxels],0.449627 [5066 voxels],0.436103 [17093 voxels],0.401274 [4478 voxels],0.486416 [1821 voxels],0.484876 [8200 voxels],0.466062 [3410 voxels],0.543326 [2076 voxels],0.567947 [1349 voxels],0.495639 [2056 voxels],0.527392 [275 voxels],0.417607 [15981 voxels],0.37942 [2377 voxels],0.403353 [3846 voxels],0.419968 [21246 voxels],0.450589 [23457 voxels],0.380177 [1096 voxels]
,,0.383065 [1979 voxels],0.394097 [8826 voxels],0.380259 [6190 voxels],0.39612 [1665 voxels],0.414099 [4262 voxels],0.364845 [4819 voxels],0.391757 [18464 voxels],0.387793 [5640 voxels],0.385526 [5153 voxels],0.44402 [79800 voxels],0.3813 [4273 voxels],0.396985 [6557 voxels],0.405932 [42295 voxels],0.412334 [16349 voxels],0.52595 [3860 voxels],0.48242 [4695 voxels],0.497162 [5733 voxels],0.596875 [5822 voxels],0.478298 [13488 voxels],0.478344 [12635 voxels],0.42067 [13909 voxels],0.48508 [10811 voxels],0.457471 [21586 voxels],0.485597 [2746 voxels],0.48102 [14037 voxels],0.559478 [4974 voxels],0.464302 [2568 voxels],0.566968 [12617 voxels],0.458892 [1547 voxels],0.443952 [5553 voxels],0.464637 [5066 voxels],0.42457 [17093 voxels],0.448659 [4478 voxels],0.479059 [1821 voxels],0.479819 [8200 voxels],0.496695 [3410 voxels],0.481741 [2076 voxels],0.531239 [1349 voxels],0.473871 [2056 voxels],0.604375 [275 voxels],0.420008 [15981 voxels],0.402109 [2377 voxels],0.383511 [3846 voxels],0.422834 [21246 voxels],0.442103 [23457 voxels],0.408426 [1096 voxels]
,,0.366107 [1979 voxels],0.381014 [8826 voxels],0.372848 [6190 voxels],0.396007 [1665 voxels],0.413941 [4262 voxels],0.387968 [4819 voxels],0.366261 [18464 voxels],0.345091 [5640 voxels],0.340577 [5153 voxels],0.426441 [79800 voxels],0.358206 [4273 voxels],0.370348 [6557 voxels],0.405094 [42295 voxels],0.388635 [16349 voxels],0.481561 [3860 voxels],0.517809 [4695 voxels],0.501566 [5733 voxels],0.591218 [5822 voxels],0.46843 [13488 voxels],0.47632 [12635 voxels],0.412722 [13909 voxels],0.465065 [10811 voxels],0.432205 [21586 voxels],0.441563 [2746 voxels],0.480767 [14037 voxels],0.526668 [4974 voxels],0.462836 [2568 voxels],0.522415 [12617 voxels],0.435544 [1547 voxels],0.458681 [5553 voxels],0.432465 [5066 voxels],0.42032 [17093 voxels],0.401493 [4478 voxels],0.445724 [1821 voxels],0.447209 [8200 voxels],0.45588 [3410 voxels],0.493735 [2076 voxels],0.512608 [1349 voxels],0.481141 [2056 voxels],0.54895 [275 voxels],0.379356 [15981 voxels],0.404941 [2377 voxels],0.38409 [3846 voxels],0.418304 [21246 voxels],0.453693 [23457 voxels],0.38244 [1096 voxels]
,,0.383731 [1979 voxels],0.39403 [8826 voxels],0.358218 [6190 voxels],0.4238 [1665 voxels],0.337478 [4262 voxels],0.321814 [4819 voxels],0.371763 [18464 voxels],0.368074 [5640 voxels],0.371276 [5153 voxels],0.388358 [79800 voxels],0.339046 [4273 voxels],0.36687 [6557 voxels],0.403766 [42295 voxels],0.388623 [16349 voxels],0.465242 [3860 voxels],0.455144 [4695 voxels],0.485488 [5733 voxels],0.58684 [5822 voxels],0.455107 [13488 voxels],0.46457 [12635 voxels],0.439629 [13909 voxels],0.517059 [10811 voxels],0.45661 [21586 voxels],0.46482 [2746 voxels],0.491617 [14037 voxels],0.523469 [4974 voxels],0.533812 [2568 voxels],0.531153 [12617 voxels],0.399523 [1547 voxels],0.465119 [5553 voxels],0.474276 [5066 voxels],0.37829 [17093 voxels],0.43414 [4478 voxels],0.468195 [1821 voxels],0.467507 [8200 voxels],0.494014 [3410 voxels],0.475953 [2076 voxels],0.524779 [1349 voxels],0.483333 [2056 voxels],0.527479 [275 voxels],0.358994 [15981 voxels],0.363036 [2377 voxels],0.366211 [3846 voxels],0.395085 [21246 voxels],0.423331 [23457 voxels],0.382581 [1096 voxels]
,,0.383089 [1979 voxels],0.399027 [8826 voxels],0.389049 [6190 voxels],0.381699 [1665 voxels],0.39175 [4262 voxels],0.405619 [4819 voxels],0.372859 [18464 voxels],0.3771 [5640 voxels],0.401921 [5153 voxels],0.448642 [79800 voxels],0.384781 [4273 voxels],0.373895 [6557 voxels],0.392104 [42295 voxels],0.395958 [16349 voxels],0.495406 [3860 voxels],0.522933 [4695 voxels],0.525379 [5733 voxels],0.596272 [5822 voxels],0.515985 [13488 voxels],0.515055 [12635 voxels],0.430439 [13909 voxels],0.514289 [10811 voxels],0.468289 [21586 voxels],0.438125 [2746 voxels],0.493699 [14037 voxels],0.549407 [4974 voxels],0.514385 [2568 voxels],0.537635 [12617 voxels],0.432402 [1547 voxels],0.443873 [5553 voxels],0.475934 [5066 voxels],0.450564 [17093 voxels],0.434763 [4478 voxels],0.508798 [1821 voxels],0.489222 [8200 voxels],0.458031 [3410 voxels],0.506287 [2076 voxels],0.499429 [1349 voxels],0.470521 [2056 voxels],0.553248 [275 voxels],0.402279 [15981 voxels],0.409351 [2377 voxels],0.364159 [3846 voxels],0.402776 [21246 voxels],0.429871 [23457 voxels],0.366003 [1096 voxels]
,,0.896829 [1979 voxels],0.842412 [8826 voxels],0.7802 [6190 voxels],0.999623 [1665 voxels],0.890823 [4262 voxels],0.787871 [4819 voxels],0.996555 [18464 voxels],0.999999 [5640 voxels],0.999999 [5153 voxels],0.950536 [79800 voxels],0.98289 [4273 voxels],0.926239 [6557 voxels],0.958368 [42295 voxels],0.783825 [16349 voxels],0.850444 [3860 voxels],0.960195 [4695 voxels],1 [5733 voxels],0.923415 [5822 voxels],0.982372 [13488 voxels],0.977985 [12635 voxels],0.872269 [13909 voxels],0.97071 [10811 voxels],0.975775 [21586 voxels],0.934636 [2746 voxels],0.923506 [14037 voxels],0.924076 [4974 voxels],0.899842 [2568 voxels],0.839312 [12617 voxels],0.997975 [1547 voxels],0.92024 [5553 voxels],0.849898 [5066 voxels],0.999893 [17093 voxels],0.648192 [4478 voxels],0.862704 [1821 voxels],0.887284 [8200 voxels],0.930318 [3410 voxels],0.875325 [2076 voxels],0.894342 [1349 voxels],0.883147 [2056 voxels],0.863132 [275 voxels],0.99931 [15981 voxels],0.914104 [2377 voxels],0.933672 [3846 voxels],0.991136 [21246 voxels],0.931399 [23457 voxels],0.88027 [1096 voxels]
,,0.373359 [1979 voxels],0.402217 [8826 voxels],0.362641 [6190 voxels],0.40227 [1665 voxels],0.411753 [4262 voxels],0.378426 [4819 voxels],0.394919 [18464 voxels],0.363727 [5640 voxels],0.390024 [5153 voxels],0.430647 [79800 voxels],0.392766 [4273 voxels],0.40727 [6557 voxels],0.417461 [42295 voxels],0.399492 [16349 voxels],0.485868 [3860 voxels],0.566565 [4695 voxels],0.518363 [5733 voxels],0.632951 [5822 voxels],0.485985 [13488 voxels],0.526311 [12635 voxels],0.4296 [13909 voxels],0.544545 [10811 voxels],0.466385 [21586 voxels],0.474495 [2746 voxels],0.499429 [14037 voxels],0.517572 [4974 voxels],0.518014 [2568 voxels],0.553074 [12617 voxels],0.43609 [1547 voxels],0.476787 [5553 voxels],0.48537 [5066 voxels],0.419208 [17093 voxels],0.450608 [4478 voxels],0.476014 [1821 voxels],0.464036 [8200 voxels],0.497799 [3410 voxels],0.544064 [2076 voxels],0.532829 [1349 voxels],0.516032 [2056 voxels],0.616515 [275 voxels],0.384262 [15981 voxels],0.406691 [2377 voxels],0.324671 [3846 voxels],0.413889 [21246 voxels],0.452499 [23457 voxels],0.423113 [1096 voxels]
,,0.381418 [1979 voxels],0.377947 [8826 voxels],0.378499 [6190 voxels],0.402361 [1665 voxels],0.382896 [4262 voxels],0.357784 [4819 voxels],0.370737 [18464 voxels],0.379378 [5640 voxels],0.388844 [5153 voxels],0.443986 [79800 voxels],0.412104 [4273 voxels],0.378909 [6557 voxels],0.388187 [42295 voxels],0.407231 [16349 voxels],0.493962 [3860 voxels],0.475292 [4695 voxels],0.539184 [5733 voxels],0.612615 [5822 voxels],0.498999 [13488 voxels],0.522306 [12635 voxels],0.428474 [13909 voxels],0.517212 [10811 voxels],0.456557 [21586 voxels],0.438754 [2746 voxels],0.467531 [14037 voxels],0.54129 [4974 voxels],0.585108 [2568 voxels],0.54107 [12617 voxels],0.471695 [1547 voxels],0.501006 [5553 voxels],0.485502 [5066 voxels],0.445379 [17093 voxels],0.404062 [4478 voxels],0.462588 [1821 voxels],0.479207 [8200 voxels],0.464212 [3410 voxels],0.550924 [2076 voxels],0.508675 [1349 voxels],0.47665 [2056 voxels],0.562866 [275 voxels],0.387416 [15981 voxels],0.418419 [2377 voxels],0.348428 [3846 voxels],0.421428 [21246 voxels],0.474163 [23457 voxels],0.442758 [1096 voxels]
,,0.341444 [1979 voxels],0.375143 [8826 voxels],0.40447 [6190 voxels],0.36094 [1665 voxels],0.344437 [4262 voxels],0.357531 [4819 voxels],0.352471 [18464 voxels],0.335814 [5640 voxels],0.369164 [5153 voxels],0.433118 [79800 voxels],0.373264 [4273 voxels],0.332408 [6557 voxels],0.401487 [42295 voxels],0.375715 [16349 voxels],0.464811 [3860 voxels],0.48455 [4695 voxels],0.462499 [5733 voxels],0.61187 [5822 voxels],0.475948 [13488 voxels],0.457825 [12635 voxels],0.417537 [13909 voxels],0.466151 [10811 voxels],0.421336 [21586 voxels],0.415181 [2746 voxels],0.485206 [14037 voxels],0.513168 [4974 voxels],0.451034 [2568 voxels],0.498969 [12617 voxels],0.405861 [1547 voxels],0.422124 [5553 voxels],0.426652 [5066 voxels],0.385659 [17093 voxels],0.407165 [4478 voxels],0.462755 [1821 voxels],0.445926 [8200 voxels],0.455247 [3410 voxels],0.46921 [2076 voxels],0.492841 [1349 voxels],0.459675 [2056 voxels],0.581768 [275 voxels],0.378986 [15981 voxels],0.396109 [2377 voxels],0.352807 [3846 voxels],0.380569 [21246 voxels],0.449596 [23457 voxels],0.419171 [1096 voxels]
,,0.382353 [1979 voxels],0.398539 [8826 voxels],0.389473 [6190 voxels],0.383852 [1665 voxels],0.385709 [4262 voxels],0.353102 [4819 voxels],0.381827 [18464 voxels],0.339701 [5640 voxels],0.390175 [5153 voxels],0.459625 [79800 voxels],0.38268 [4273 voxels],0.3829 [6557 voxels],0.412915 [42295 voxels],0.417447 [16349 voxels],0.470081 [3860 voxels],0.485971 [4695 voxels],0.531572 [5733 voxels],0.600839 [5822 voxels],0.510112 [13488 voxels],0.496333 [12635 voxels],0.430703 [13909 voxels],0.478705 [10811 voxels],0.439287 [21586 voxels],0.443482 [2746 voxels],0.480226 [14037 voxels],0.608632 [4974 voxels],0.468718 [2568 voxels],0.508845 [12617 voxels],0.444499 [1547 voxels],0.441981 [5553 voxels],0.426571 [5066 voxels],0.430034 [17093 voxels],0.422763 [4478 voxels],0.507598 [1821 voxels],0.469224 [8200 voxels],0.473224 [3410 voxels],0.515636 [2076 voxels],0.5335 [1349 voxels],0.494354 [2056 voxels],0.57912 [275 voxels],0.409931 [15981 voxels],0.408562 [2377 voxels],0.39781 [3846 voxels],0.419853 [21246 voxels],0.474043 [23457 voxels],0.422571 [1096 voxels]
,,0.35039 [1979 voxels],0.402744 [8826 voxels],0.372567 [6190 voxels],0.408093 [1665 voxels],0.393706 [4262 voxels],0.402184 [4819 voxels],0.378273 [18464 voxels],0.363194 [5640 voxels],0.386932 [5153 voxels],0.410967 [79800 voxels],0.371092 [4273 voxels],0.411471 [6557 voxels],0.408681 [42295 voxels],0.39467 [16349 voxels],0.524031 [3860 voxels],0.51418 [4695 voxels],0.468385 [5733 voxels],0.619571 [5822 voxels],0.471358 [13488 voxels],0.487551 [12635 voxels],0.449197 [13909 voxels],0.518109 [10811 voxels],0.454033 [21586 voxels],0.415629 [2746 voxels],0.496049 [14037 voxels],0.533466 [4974 voxels],0.571899 [2568 voxels],0.557805 [12617 voxels],0.498805 [1547 voxels],0.509561 [5553 voxels],0.480631 [5066 voxels],0.398993 [17093 voxels],0.412448 [4478 voxels],0.451918 [1821 voxels],0.452853 [8200 voxels],0.475334 [3410 voxels],0.510587 [2076 voxels],0.530845 [1349 voxels],0.48495 [2056 voxels],0.562305 [275 voxels],0.399285 [15981 voxels],0.375259 [2377 voxels],0.375682 [3846 voxels],0.417514 [21246 voxels],0.448386 [23457 voxels],0.434414 [1096 voxels]
,,0.383239 [1979 voxels],0.389767 [8826 voxels],0.39266 [6190 voxels],0.388837 [1665 voxels],0.42016 [4262 voxels],0.411142 [4819 voxels],0.387426 [18464 voxels],0.355868 [5640 voxels],0.372955 [5153 voxels],0.44244 [79800 voxels],0.387051 [4273 voxels],0.372783 [6557 voxels],0.392549 [42295 voxels],0.400038 [16349 voxels],0.504562 [3860 voxels],0.483382 [4695 voxels],0.527471 [5733 voxels],0.616882 [5822 voxels],0.480478 [13488 voxels],0.499148 [12635 voxels],0.435137 [13909 voxels],0.489309 [10811 voxels],0.431784 [21586 voxels],0.43837 [2746 voxels],0.500696 [14037 voxels],0.524631 [4974 voxels],0.538788 [2568 voxels],0.564654 [12617 voxels],0.402871 [1547 voxels],0.503053 [5553 voxels],0.525058 [5066 voxels],0.414227 [17093 voxels],0.432868 [4478 voxels],0.476134 [1821 voxels],0.468164 [8200 voxels],0.464225 [3410 voxels],0.53061 [2076 voxels],0.517496 [1349 voxels],0.445587 [2056 voxels],0.53783 [275 voxels],0.396516 [15981 voxels],0.395733 [2377 voxels],0.361154 [3846 voxels],0.427657 [21246 voxels],0.461875 [23457 voxels],0.381066 [1096 voxels]
,,0.386478 [1979 voxels],0.404731 [8826 voxels],0.417134 [6190 voxels],0.478165 [1665 voxels],0.404811 [4262 voxels],0.354965 [4819 voxels],0.373052 [18464 voxels],0.332344 [5640 voxels],0.371795 [5153 voxels],0.423257 [79800 voxels],0.366439 [4273 voxels],0.357111 [6557 voxels],0.385437 [42295 voxels],0.391777 [16349 voxels],0.535751 [3860 voxels],0.518068 [4695 voxels],0.45081 [5733 voxels],0.553202 [5822 voxels],0.467586 [13488 voxels],0.475532 [12635 voxels],0.440342 [13909 voxels],0.482031 [10811 voxels],0.432814 [21586 voxels],0.450618 [2746 voxels],0.478506 [14037 voxels],0.515624 [4974 voxels],0.528711 [2568 voxels],0.522624 [12617 voxels],0.475708 [1547 voxels],0.443904 [5553 voxels],0.471985 [5066 voxels],0.383783 [17093 voxels],0.422604 [4478 voxels],0.460409 [1821 voxels],0.459582 [8200 voxels],0.459382 [3410 voxels],0.514801 [2076 voxels],0.518788 [1349 voxels],0.477181 [2056 voxels],0.585721 [275 voxels],0.378813 [15981 voxels],0.399491 [2377 voxels],0.343848 [3846 voxels],0.389944 [21246 voxels],0.472168 [23457 voxels],0.418531 [1096 voxels]
,,0.403993 [1979 voxels],0.406665 [8826 voxels],0.392835 [6190 voxels],0.39441 [1665 voxels],0.41438 [4262 voxels],0.38 [4819 voxels],0.384317 [18464 voxels],0.385484 [5640 voxels],0.372656 [5153 voxels],0.439646 [79800 voxels],0.376865 [4273 voxels],0.3906 [6557 voxels],0.415739 [42295 voxels],0.404149 [16349 voxels],0.479826 [3860 voxels],0.549936 [4695 voxels],0.514711 [5733 voxels],0.59397 [5822 voxels],0.481398 [13488 voxels],0.499883 [12635 voxels],0.437193 [13909 voxels],0.496224 [10811 voxels],0.457809 [21586 voxels],0.402188 [2746 voxels],0.485643 [14037 voxels],0.490408 [4974 voxels],0.457674 [2568 voxels],0.529267 [12617 voxels],0.421644 [1547 voxels],0.449733 [5553 voxels],0.419057 [5066 voxels],0.428773 [17093 voxels],0.436391 [4478 voxels],0.474352 [1821 voxels],0.473464 [8200 voxels],0.486309 [3410 voxels],0.520297 [2076 voxels],0.533257 [1349 voxels],0.464397 [2056 voxels],0.544055 [275 voxels],0.40088 [15981 voxels],0.40169 [2377 voxels],0.401054 [3846 voxels],0.414495 [21246 voxels],0.464059 [23457 voxels],0.43114 [1096 voxels]
,,0.38101 [1979 voxels],0.395725 [8826 voxels],0.425728 [6190 voxels],0.3989 [1665 voxels],0.39621 [4262 voxels],0.41277 [4819 voxels],0.397066 [18464 voxels],0.41758 [5640 voxels],0.389861 [5153 voxels],0.439926 [79800 voxels],0.386007 [4273 voxels],0.380462 [6557 voxels],0.425615 [42295 voxels],0.411125 [16349 voxels],0.48968 [3860 voxels],0.485297 [4695 voxels],0.529187 [5733 voxels],0.60075 [5822 voxels],0.464592 [13488 voxels],0.489791 [12635 voxels],0.415834 [13909 voxels],0.528953 [10811 voxels],0.513498 [21586 voxels],0.491423 [2746 voxels],0.472974 [14037 voxels],0.548577 [4974 voxels],0.531828 [2568 voxels],0.565554 [12617 voxels],0.445479 [1547 voxels],0.45872 [5553 voxels],0.485263 [5066 voxels],0.427271 [17093 voxels],0.436266 [4478 voxels],0.461929 [1821 voxels],0.455704 [8200 voxels],0.478013 [3410 voxels],0.449604 [2076 voxels],0.543586 [1349 voxels],0.474214 [2056 voxels],0.565982 [275 voxels],0.413162 [15981 voxels],0.425209 [2377 voxels],0.393723 [3846 voxels],0.43266 [21246 voxels],0.444357 [23457 voxels],0.425767 [1096 voxels]
,,0.329193 [1979 voxels],0.394935 [8826 voxels],0.360255 [6190 voxels],0.405679 [1665 voxels],0.367805 [4262 voxels],0.408241 [4819 voxels],0.376869 [18464 voxels],0.354075 [5640 voxels],0.350575 [5153 voxels],0.424746 [79800 voxels],0.376991 [4273 voxels],0.401223 [6557 voxels],0.422338 [42295 voxels],0.401187 [16349 voxels],0.503247 [3860 voxels],0.526275 [4695 voxels],0.508839 [5733 voxels],0.616605 [5822 voxels],0.501438 [13488 voxels],0.477417 [12635 voxels],0.435023 [13909 voxels],0.508557 [10811 voxels],0.461402 [21586 voxels],0.472245 [2746 voxels],0.486178 [14037 voxels],0.514012 [4974 voxels],0.532106 [2568 voxels],0.545603 [12617 voxels],0.464685 [1547 voxels],0.454822 [5553 voxels],0.46458 [5066 voxels],0.42039 [17093 voxels],0.431401 [4478 voxels],0.466268 [1821 voxels],0.495152 [8200 voxels],0.488865 [3410 voxels],0.520141 [2076 voxels],0.562583 [1349 voxels],0.472918 [2056 voxels],0.546251 [275 voxels],0.390673 [15981 voxels],0.409286 [2377 voxels],0.372219 [3846 voxels],0.404524 [21246 voxels],0.427507 [23457 voxels],0.466082 [1096 voxels]
,,0.354997 [1979 voxels],0.369625 [8826 voxels],0.34267 [6190 voxels],0.400103 [1665 voxels],0.372239 [4262 voxels],0.34493 [4819 voxels],0.369435 [18464 voxels],0.324675 [5640 voxels],0.331396 [5153 voxels],0.433039 [79800 voxels],0.344106 [4273 voxels],0.357684 [6557 voxels],0.352594 [42295 voxels],0.387037 [16349 voxels],0.422208 [3860 voxels],0.464102 [4695 voxels],0.575744 [5733 voxels],0.57584 [5822 voxels],0.513785 [13488 voxels],0.492167 [12635 voxels],0.40002 [13909 voxels],0.456324 [10811 voxels],0.422061 [21586 voxels],0.392024 [2746 voxels],0.452644 [14037 voxels],0.540229 [4974 voxels],0.456349 [2568 voxels],0.479676 [12617 voxels],0.43862 [1547 voxels],0.414773 [5553 voxels],0.41868 [5066 voxels],0.538928 [17093 voxels],0.407611 [4478 voxels],0.420347 [1821 voxels],0.438181 [8200 voxels],0.425158 [3410 voxels],0.472159 [2076 voxels],0.487165 [1349 voxels],0.447155 [2056 voxels],0.491192 [275 voxels],0.399604 [15981 voxels],0.394673 [2377 voxels],0.360001 [3846 voxels],0.434763 [21246 voxels],0.429774 [23457 voxels],0.391917 [1096 voxels]
,,0.406775 [1979 voxels],0.403112 [8826 voxels],0.369556 [6190 voxels],0.427625 [1665 voxels],0.391086 [4262 voxels],0.383441 [4819 voxels],0.380378 [18464 voxels],0.370961 [5640 voxels],0.372697 [5153 voxels],0.440786 [79800 voxels],0.41014 [4273 voxels],0.399402 [6557 voxels],0.411125 [42295 voxels],0.414263 [16349 voxels],0.498758 [3860 voxels],0.520043 [4695 voxels],0.459886 [5733 voxels],0.580257 [5822 voxels],0.483964 [13488 voxels],0.48416 [12635 voxels],0.430212 [13909 voxels],0.476373 [10811 voxels],0.453262 [21586 voxels],0.427288 [2746 voxels],0.490172 [14037 voxels],0.539184 [4974 voxels],0.463443 [2568 voxels],0.51486 [12617 voxels],0.449142 [1547 voxels],0.439819 [5553 voxels],0.449382 [5066 voxels],0.4066 [17093 voxels],0.403435 [4478 voxels],0.479635 [1821 voxels],0.471046 [8200 voxels],0.465792 [3410 voxels],0.513514 [2076 voxels],0.507612 [1349 voxels],0.457527 [2056 voxels],0.509129 [275 voxels],0.386339 [15981 voxels],0.39371 [2377 voxels],0.40549 [3846 voxels],0.400212 [21246 voxels],0.460511 [23457 voxels],0.403196 [1096 voxels]
,,0.369423 [1979 voxels],0.385701 [8826 voxels],0.374848 [6190 voxels],0.412377 [1665 voxels],0.362874 [4262 voxels],0.397559 [4819 voxels],0.387201 [18464 voxels],0.387821 [5640 voxels],0.365075 [5153 voxels],0.420002 [79800 voxels],0.406362 [4273 voxels],0.405185 [6557 voxels],0.411668 [42295 voxels],0.394471 [16349 voxels],0.458069 [3860 voxels],0.487923 [4695 voxels],0.508795 [5733 voxels],0.603691 [5822 voxels],0.461174 [13488 voxels],0.482187 [12635 voxels],0.434989 [13909 voxels],0.508245 [10811 voxels],0.46918 [21586 voxels],0.421118 [2746 voxels],0.479369 [14037 voxels],0.554608 [4974 voxels],0.54147 [2568 voxels],0.537793 [12617 voxels],0.454761 [1547 voxels],0.490748 [5553 voxels],0.462077 [5066 voxels],0.440018 [17093 voxels],0.455039 [4478 voxels],0.471181 [1821 voxels],0.470431 [8200 voxels],0.463169 [3410 voxels],0.501812 [2076 voxels],0.495943 [1349 voxels],0.465992 [2056 voxels],0.555997 [275 voxels],0.434356 [15981 voxels],0.387026 [2377 voxels],0.379946 [3846 voxels],0.415313 [21246 voxels],0.450037 [23457 voxels],0.383696 [1096 voxels]
,,0.397942 [1979 voxels],0.380333 [8826 voxels],0.362894 [6190 voxels],0.449583 [1665 voxels],0.358457 [4262 voxels],0.339143 [4819 voxels],0.388439 [18464 voxels],0.392305 [5640 voxels],0.362881 [5153 voxels],0.434688 [79800 voxels],0.353652 [4273 voxels],0.384799 [6557 voxels],0.383893 [42295 voxels],0.374452 [16349 voxels],0.462837 [3860 voxels],0.470454 [4695 voxels],0.514545 [5733 voxels],0.533561 [5822 voxels],0.483356 [13488 voxels],0.488475 [12635 voxels],0.409203 [13909 voxels],0.479367 [10811 voxels],0.444662 [21586 voxels],0.413578 [2746 voxels],0.416491 [14037 voxels],0.55916 [4974 voxels],0.471479 [2568 voxels],0.496245 [12617 voxels],0.423126 [1547 voxels],0.442316 [5553 voxels],0.444947 [5066 voxels],0.439799 [17093 voxels],0.420297 [4478 voxels],0.420752 [1821 voxels],0.465498 [8200 voxels],0.475056 [3410 voxels],0.502668 [2076 voxels],0.507135 [1349 voxels],0.465378 [2056 voxels],0.507361 [275 voxels],0.406248 [15981 voxels],0.385947 [2377 voxels],0.363671 [3846 voxels],0.435349 [21246 voxels],0.456022 [23457 voxels],0.386149 [1096 voxels]
,,0.339843 [1979 voxels],0.383764 [8826 voxels],0.391558 [6190 voxels],0.404827 [1665 voxels],0.368171 [4262 voxels],0.370338 [4819 voxels],0.3911 [18464 voxels],0.397954 [5640 voxels],0.35903 [5153 voxels],0.39356 [79800 voxels],0.34706 [4273 voxels],0.360747 [6557 voxels],0.397668 [42295 voxels],0.374867 [16349 voxels],0.466142 [3860 voxels],0.448975 [4695 voxels],0.570807 [5733 voxels],0.59032 [5822 voxels],0.490626 [13488 voxels],0.4841 [12635 voxels],0.414568 [13909 voxels],0.531529 [10811 voxels],0.453547 [21586 voxels],0.449137 [2746 voxels],0.4852 [14037 voxels],0.541725 [4974 voxels],0.558109 [2568 voxels],0.547457 [12617 voxels],0.434068 [1547 voxels],0.450931 [5553 voxels],0.462087 [5066 voxels],0.420921 [17093 voxels],0.413307 [4478 voxels],0.471538 [1821 voxels],0.461097 [8200 voxels],0.482087 [3410 voxels],0.494854 [2076 voxels],0.537078 [1349 voxels],0.468947 [2056 voxels],0.590574 [275 voxels],0.36474 [15981 voxels],0.36941 [2377 voxels],0.356811 [3846 voxels],0.426814 [21246 voxels],0.436475 [23457 voxels],0.42044 [1096 voxels]
,,0.400233 [1979 voxels],0.394861 [8826 voxels],0.401476 [6190 voxels],0.464679 [1665 voxels],0.364579 [4262 voxels],0.429511 [4819 voxels],0.417239 [18464 voxels],0.438135 [5640 voxels],0.358325 [5153 voxels],0.45365 [79800 voxels],0.383799 [4273 voxels],0.399193 [6557 voxels],0.41335 [42295 voxels],0.409476 [16349 voxels],0.523872 [3860 voxels],0.476893 [4695 voxels],0.543434 [5733 voxels],0.554869 [5822 voxels],0.518248 [13488 voxels],0.504292 [12635 voxels],0.437882 [13909 voxels],0.527475 [10811 voxels],0.485977 [21586 voxels],0.3827 [2746 voxels],0.462041 [14037 voxels],0.581094 [4974 voxels],0.55626 [2568 voxels],0.602946 [12617 voxels],0.487778 [1547 voxels],0.489334 [5553 voxels],0.484657 [5066 voxels],0.463312 [17093 voxels],0.446423 [4478 voxels],0.464168 [1821 voxels],0.480996 [8200 voxels],0.471731 [3410 voxels],0.536224 [2076 voxels],0.560544 [1349 voxels],0.507905 [2056 voxels],0.542252 [275 voxels],0.43708 [15981 voxels],0.404089 [2377 voxels],0.399542 [3846 voxels],0.451065 [21246 voxels],0.448591 [23457 voxels],0.365255 [1096 voxels]
,,0.373765 [1979 voxels],0.369345 [8826 voxels],0.391954 [6190 voxels],0.427214 [1665 voxels],0.379177 [4262 voxels],0.403728 [4819 voxels],0.402639 [18464 voxels],0.391691 [5640 voxels],0.365889 [5153 voxels],0.437457 [79800 voxels],0.398075 [4273 voxels],0.38395 [6557 voxels],0.407947 [42295 voxels],0.392388 [16349 voxels],0.485068 [3860 voxels],0.459167 [4695 voxels],0.503745 [5733 voxels],0.545748 [5822 voxels],0.466299 [13488 voxels],0.452652 [12635 voxels],0.416411 [13909 voxels],0.49635 [10811 voxels],0.439973 [21586 voxels],0.474017 [2746 voxels],0.429061 [14037 voxels],0.542473 [4974 voxels],0.498746 [2568 voxels],0.52385 [12617 voxels],0.435607 [1547 voxels],0.434302 [5553 voxels],0.465791 [5066 voxels],0.409185 [17093 voxels],0.400834 [4478 voxels],0.435749 [1821 voxels],0.451028 [8200 voxels],0.469189 [3410 voxels],0.474703 [2076 voxels],0.56162 [1349 voxels],0.485392 [2056 voxels],0.509236 [275 voxels],0.391928 [15981 voxels],0.396299 [2377 voxels],0.37678 [3846 voxels],0.422361 [21246 voxels],0.429571 [23457 voxels],0.396706 [1096 voxels]
